,Map,Team 1 ID,Team 2 ID,score_diff,winner
32248,Inferno,5974,5752,-4,5752
32253,Train,5005,6987,8,5005
32254,Train,6290,7879,12,6290
32255,Cache,7557,5974,3,7557
32256,Cache,5005,6811,2,5005
32258,Mirage,6673,6290,8,6673
32260,Cache,5974,7885,2,5974
32268,Cache,5395,7532,3,5395
32269,Inferno,5395,7532,4,5395
32272,Mirage,6137,7010,2,6137
32273,Inferno,6137,7010,13,6137
32281,Overpass,5395,6301,7,5395
32282,Inferno,5395,6301,5,5395
32283,Cache,7532,6902,2,7532
32284,Overpass,7532,6902,-11,6902
32285,Train,7532,6902,3,7532
32288,Train,5974,5752,-2,5752
32289,Inferno,5974,5752,-4,5752
32320,Cobblestone,6137,5752,-4,5752
32321,Train,6137,5752,-2,5752
32352,Cobblestone,6137,5752,-4,5752
32353,Train,6137,5752,-2,5752
32358,Train,5752,6615,-12,6615
32361,Train,5991,6665,-6,6665
32363,Cobblestone,6615,5752,-11,5752
32364,Inferno,6665,5991,15,6665
32365,Mirage,5422,4991,-10,4991
32366,Inferno,4991,5422,9,4991
32372,Inferno,7104,7801,-6,7801
32373,Mirage,7104,7801,9,7104
32374,Cache,7104,7801,8,7104
32393,Inferno,5378,7532,-4,7532
32394,Cobblestone,5378,7532,-2,7532
32433,Train,5752,6615,-12,6615
32436,Train,5991,6665,-6,6665
32438,Cobblestone,6615,5752,-11,5752
32439,Inferno,6665,5991,15,6665
32440,Mirage,5422,4991,-10,4991
32441,Inferno,4991,5422,9,4991
32447,Inferno,7104,7801,-6,7801
32448,Mirage,7104,7801,9,7104
32449,Cache,7104,7801,8,7104
32468,Inferno,5378,7532,-4,7532
32469,Cobblestone,5378,7532,-2,7532
32508,Cache,6211,5752,-10,5752
32509,Train,5752,6211,9,5752
32510,Train,5991,6667,-13,6667
32517,Mirage,5422,6665,-9,6665
32518,Nuke,6665,5422,2,6665
32521,Inferno,6667,5991,2,6667
32522,Cobblestone,5973,6211,7,5973
32523,Mirage,6211,5973,2,6211
32544,Cobblestone,5310,7532,-6,7532
32545,Overpass,5310,7532,7,5310
32546,Train,5310,7532,14,5310
32557,Inferno,5395,5378,9,5395
32558,Train,5395,5378,9,5395
32562,Cache,6211,5752,-10,5752
32563,Train,5752,6211,9,5752
32564,Train,5991,6667,-13,6667
32571,Mirage,5422,6665,-9,6665
32572,Nuke,6665,5422,2,6665
32575,Inferno,6667,5991,2,6667
32576,Cobblestone,5973,6211,7,5973
32577,Mirage,6211,5973,2,6211
32598,Cobblestone,5310,7532,-6,7532
32599,Overpass,5310,7532,7,5310
32600,Train,5310,7532,14,5310
32611,Inferno,5395,5378,9,5395
32612,Train,5395,5378,9,5395
32616,Nuke,7175,7331,-5,7331
32619,Train,4411,4688,2,4411
32620,Overpass,4674,7397,5,4674
32621,Inferno,5991,4602,6,5991
32622,Nuke,4674,7713,4,4674
32624,Cobblestone,7010,6615,-6,6615
32627,Mirage,6615,7010,-2,7010
32628,Inferno,7532,5395,-7,5395
32629,Train,7175,4688,10,7175
32631,Inferno,4991,6902,4,4991
32633,Mirage,7532,7713,3,7532
32635,Cobblestone,4674,7169,-4,7169
32636,Mirage,6902,4991,3,6902
32637,Train,5991,7397,9,5991
32638,Mirage,7532,7331,10,7532
32640,Overpass,7175,7397,-10,7397
32641,Nuke,5995,6667,-11,6667
32643,Cobblestone,4411,7613,-12,7613
32644,Train,5991,7613,3,5991
32646,Train,4411,7331,-9,7331
32647,Overpass,6667,5995,2,6667
32649,Cobblestone,6673,7010,-5,7010
32651,Inferno,7010,6673,-6,6673
32671,Inferno,5395,7532,-8,7532
32672,Cobblestone,5395,7532,-2,7532
32682,Train,7801,7104,13,7801
32683,Overpass,7801,7104,4,7801
32699,Nuke,7175,7331,-5,7331
32702,Train,4411,4688,2,4411
32703,Overpass,4674,7397,5,4674
32704,Inferno,5991,4602,6,5991
32705,Nuke,4674,7713,4,4674
32707,Cobblestone,7010,6615,-6,6615
32710,Mirage,6615,7010,-2,7010
32711,Inferno,7532,5395,-7,5395
32712,Train,7175,4688,10,7175
32714,Inferno,4991,6902,4,4991
32716,Mirage,7532,7713,3,7532
32718,Cobblestone,4674,7169,-4,7169
32719,Mirage,6902,4991,3,6902
32720,Train,5991,7397,9,5991
32721,Mirage,7532,7331,10,7532
32723,Overpass,7175,7397,-10,7397
32724,Nuke,5995,6667,-11,6667
32726,Cobblestone,4411,7613,-12,7613
32727,Train,5991,7613,3,5991
32729,Train,4411,7331,-9,7331
32730,Overpass,6667,5995,2,6667
32732,Cobblestone,6673,7010,-5,7010
32734,Inferno,7010,6673,-6,6673
32754,Inferno,5395,7532,-8,7532
32755,Cobblestone,5395,7532,-2,7532
32765,Train,7801,7104,13,7801
32766,Overpass,7801,7104,4,7801
32785,Mirage,7175,7169,-9,7169
32787,Cache,7532,7169,2,7532
32790,Train,6290,7801,6,6290
32791,Mirage,7175,7613,10,7175
32792,Mirage,7801,6290,-4,6290
32793,Overpass,4674,5422,6,4674
32795,Cobblestone,4411,5929,-11,5929
32813,Cobblestone,5378,4608,-10,4608
32814,Mirage,5378,4608,-15,4608
32822,Mirage,7175,7169,-9,7169
32824,Cache,7532,7169,2,7532
32827,Train,6290,7801,6,6290
32828,Mirage,7175,7613,10,7175
32829,Mirage,7801,6290,-4,6290
32830,Overpass,4674,5422,6,4674
32832,Cobblestone,4411,5929,-11,5929
32850,Cobblestone,5378,4608,-10,4608
32851,Mirage,5378,4608,-15,4608
32856,Train,7504,5005,-7,5005
32858,Inferno,6673,7885,6,6673
32876,Mirage,7557,6301,4,7557
32877,Train,7557,6301,11,7557
32881,Overpass,5973,7557,-3,7557
32882,Cobblestone,5973,7557,11,5973
32883,Train,5973,7557,5,5973
32884,Nuke,6211,5005,12,6211
32885,Cache,6211,5005,9,6211
32893,Cache,7532,5988,3,7532
32894,Overpass,7532,5988,9,7532
32914,Mirage,5974,6211,9,5974
32915,Overpass,5974,6211,3,5974
32920,Train,7504,5005,-7,5005
32922,Inferno,6673,7885,6,6673
32940,Mirage,7557,6301,4,7557
32941,Train,7557,6301,11,7557
32945,Overpass,5973,7557,-3,7557
32946,Cobblestone,5973,7557,11,5973
32947,Train,5973,7557,5,5973
32948,Nuke,6211,5005,12,6211
32949,Cache,6211,5005,9,6211
32957,Cache,7532,5988,3,7532
32958,Overpass,7532,5988,9,7532
32978,Mirage,5974,6211,9,5974
32979,Overpass,5974,6211,3,5974
32987,Cobblestone,6673,6290,2,6673
32988,Overpass,6673,6290,-12,6290
32989,Train,6673,6290,-10,6290
33002,Inferno,5422,7175,-12,7175
33003,Nuke,5422,7175,-2,7175
33012,Cobblestone,5974,5973,-2,5973
33013,Inferno,5974,5973,-8,5973
33016,Cache,5929,5991,4,5929
33017,Train,5929,5991,10,5929
33023,Train,5974,4645,4,5974
33024,Mirage,5974,4645,7,5974
33027,Cobblestone,5929,6902,11,5929
33028,Mirage,5929,6902,6,5929
33034,Mirage,6211,5670,2,6211
33035,Cobblestone,6211,5670,8,6211
33036,Overpass,5974,6290,-10,6290
33037,Mirage,5974,6290,11,5974
33038,Train,5974,6290,2,5974
33039,Train,7557,5670,-11,5670
33040,Overpass,7557,5670,4,7557
33041,Mirage,7557,5670,-4,5670
33046,Cobblestone,7175,7532,4,7175
33047,Mirage,7175,7532,6,7175
33048,Train,6211,5005,6,6211
33049,Mirage,6211,5005,4,6211
33050,Mirage,6902,7929,9,6902
33051,Cache,6902,7929,2,6902
33055,Cobblestone,6673,6290,2,6673
33056,Overpass,6673,6290,-12,6290
33057,Train,6673,6290,-10,6290
33070,Inferno,5422,7175,-12,7175
33071,Nuke,5422,7175,-2,7175
33080,Cobblestone,5974,5973,-2,5973
33081,Inferno,5974,5973,-8,5973
33084,Cache,5929,5991,4,5929
33085,Train,5929,5991,10,5929
33091,Train,5974,4645,4,5974
33092,Mirage,5974,4645,7,5974
33095,Cobblestone,5929,6902,11,5929
33096,Mirage,5929,6902,6,5929
33102,Mirage,6211,5670,2,6211
33103,Cobblestone,6211,5670,8,6211
33104,Overpass,5974,6290,-10,6290
33105,Mirage,5974,6290,11,5974
33106,Train,5974,6290,2,5974
33107,Train,7557,5670,-11,5670
33108,Overpass,7557,5670,4,7557
33109,Mirage,7557,5670,-4,5670
33114,Cobblestone,7175,7532,4,7175
33115,Mirage,7175,7532,6,7175
33116,Train,6211,5005,6,6211
33117,Mirage,6211,5005,4,6211
33118,Mirage,6902,7929,9,6902
33119,Cache,6902,7929,2,6902
33160,Cobblestone,6211,5974,-3,5974
33161,Mirage,6211,5974,8,6211
33162,Cache,6211,5974,-3,5974
33205,Cobblestone,6211,5974,-3,5974
33206,Mirage,6211,5974,8,6211
33207,Cache,6211,5974,-3,5974
33212,Cache,6902,4411,2,6902
33213,Overpass,6137,5974,6,6137
33214,Inferno,4411,6902,4,4411
33217,Inferno,6665,4991,-8,4991
33222,Train,4991,6665,-15,6665
33243,Train,7801,6707,-2,6707
33244,Inferno,7801,6707,-3,6707
33251,Cache,6902,4411,2,6902
33252,Overpass,6137,5974,6,6137
33253,Inferno,4411,6902,4,4411
33256,Inferno,6665,4991,-8,4991
33261,Train,4991,6665,-15,6665
33282,Train,7801,6707,-2,6707
33283,Inferno,7801,6707,-3,6707
33288,Cobblestone,6211,6615,-2,6615
33294,Train,4991,4494,6,4991
33296,Nuke,4494,4991,-2,4991
33297,Nuke,6615,6211,-3,6211
33298,Inferno,5422,5378,10,5422
33299,Overpass,7010,6211,3,7010
33300,Train,5378,5422,11,5378
33301,Cache,5974,6137,-4,6137
33332,Cobblestone,6211,6615,-2,6615
33338,Train,4991,4494,6,4991
33340,Nuke,4494,4991,-2,4991
33341,Nuke,6615,6211,-3,6211
33342,Inferno,5422,5378,10,5422
33343,Overpass,7010,6211,3,7010
33344,Train,5378,5422,11,5378
33345,Cache,5974,6137,-4,6137
33376,Cobblestone,5973,6137,-6,6137
33377,Mirage,6137,5973,4,6137
33381,Cobblestone,5995,4991,8,5995
33384,Nuke,6665,4494,-2,4494
33385,Train,4991,5995,-2,5995
33387,Mirage,7801,5973,-6,5973
33388,Cobblestone,5973,7801,2,5973
33389,Mirage,4494,6665,-9,6665
33391,Cobblestone,6211,7010,10,6211
33400,Inferno,4674,7532,-8,7532
33401,Train,4674,7532,-6,7532
33412,Cobblestone,5973,6137,-6,6137
33413,Mirage,6137,5973,4,6137
33417,Cobblestone,5995,4991,8,5995
33420,Nuke,6665,4494,-2,4494
33421,Train,4991,5995,-2,5995
33423,Mirage,7801,5973,-6,5973
33424,Cobblestone,5973,7801,2,5973
33425,Mirage,4494,6665,-9,6665
33427,Cobblestone,6211,7010,10,6211
33436,Inferno,4674,7532,-8,7532
33437,Train,4674,7532,-6,7532
33448,Inferno,5991,5995,-3,5995
33449,Train,6667,4991,5,6667
33451,Overpass,5422,6667,-6,6667
33452,Cobblestone,5752,6137,-8,6137
33455,Nuke,5995,5991,-2,5991
33456,Mirage,4991,6667,2,4991
33458,Cache,6137,5752,-7,5752
33459,Inferno,6667,5422,11,6667
33460,Train,7801,6211,4,7801
33461,Mirage,6211,7801,12,6211
33471,Cache,7713,4674,14,7713
33472,Train,7713,4674,-6,4674
33473,Nuke,7713,4674,-2,4674
33474,Train,7801,7862,12,7801
33475,Mirage,7801,7862,9,7801
33478,Train,6896,4674,4,6896
33479,Inferno,6896,4674,-5,4674
33480,Nuke,6896,4674,-6,4674
33481,Inferno,5991,5995,-3,5995
33482,Train,6667,4991,5,6667
33484,Overpass,5422,6667,-6,6667
33485,Cobblestone,5752,6137,-8,6137
33488,Nuke,5995,5991,-2,5991
33489,Mirage,4991,6667,2,4991
33491,Cache,6137,5752,-7,5752
33492,Inferno,6667,5422,11,6667
33493,Train,7801,6211,4,7801
33494,Mirage,6211,7801,12,6211
33504,Cache,7713,4674,14,7713
33505,Train,7713,4674,-6,4674
33506,Nuke,7713,4674,-2,4674
33507,Train,7801,7862,12,7801
33508,Mirage,7801,7862,9,7801
33511,Train,6896,4674,4,6896
33512,Inferno,6896,4674,-5,4674
33513,Nuke,6896,4674,-6,4674
33514,Cache,6137,6290,2,6137
33515,Mirage,7010,5974,3,7010
33516,Cobblestone,5974,7010,-12,7010
33517,Nuke,5991,4494,11,5991
33518,Cobblestone,5973,6673,5,5973
33519,Inferno,6673,5973,4,6673
33520,Overpass,6290,6137,-12,6137
33521,Cobblestone,4494,5991,-6,5991
33555,Inferno,6978,7532,-12,7532
33556,Overpass,6978,7532,-8,7532
33561,Cache,6137,6290,2,6137
33562,Mirage,7010,5974,3,7010
33563,Cobblestone,5974,7010,-12,7010
33564,Nuke,5991,4494,11,5991
33565,Cobblestone,5973,6673,5,5973
33566,Inferno,6673,5973,4,6673
33567,Overpass,6290,6137,-12,6137
33568,Cobblestone,4494,5991,-6,5991
33602,Inferno,6978,7532,-12,7532
33603,Overpass,6978,7532,-8,7532
33608,Cobblestone,7010,6137,-7,6137
33609,Overpass,6137,7010,-3,7010
33610,Nuke,6667,6665,6,6667
33611,Train,5973,5752,-6,5752
33612,Train,6665,6667,15,6665
33613,Train,5378,4411,-14,4411
33614,Mirage,5752,5973,-3,5973
33615,Nuke,4411,5378,5,4411
33637,Train,7532,6896,6,7532
33638,Inferno,7532,6896,4,7532
33648,Cobblestone,7010,6137,-7,6137
33649,Overpass,6137,7010,-3,7010
33650,Nuke,6667,6665,6,6667
33651,Train,5973,5752,-6,5752
33652,Train,6665,6667,15,6665
33653,Train,5378,4411,-14,4411
33654,Mirage,5752,5973,-3,5973
33655,Nuke,4411,5378,5,4411
33677,Train,7532,6896,6,7532
33678,Inferno,7532,6896,4,7532
33692,Nuke,4674,6978,13,4674
33693,Overpass,4674,6978,9,4674
33712,Mirage,7532,7713,7,7532
33713,Train,7532,7713,9,7532
33722,Inferno,5995,5752,-12,5752
33725,Mirage,6137,7010,11,6137
33726,Cache,4991,6137,-13,6137
33727,Nuke,5995,5991,2,5995
33728,Cobblestone,6137,5752,9,6137
33729,Inferno,4991,5991,7,4991
33730,Train,5973,4608,-12,4608
33731,Inferno,4991,7010,7,4991
33732,Cache,6673,6615,-3,6615
33733,Nuke,4494,7533,-2,7533
33734,Cobblestone,4494,4608,4,4494
33737,Cobblestone,5991,5752,5,5991
33753,Mirage,7533,4608,3,7533
33754,Cobblestone,6673,7533,-9,7533
33755,Mirage,6673,5973,-3,5973
33760,Cobblestone,5991,7010,14,5991
33761,Cobblestone,5995,6137,10,5995
33765,Train,6137,5991,-3,5991
33766,Mirage,7010,5752,8,7010
33767,Inferno,6137,5991,-13,5991
33768,Overpass,5995,7010,-6,7010
33769,Train,6137,4991,4,6137
33770,Overpass,4991,5995,-5,5995
33771,Mirage,7533,6615,2,7533
33772,Nuke,4991,5752,10,4991
33773,Nuke,5973,6615,11,5973
33774,Cobblestone,6673,4608,-11,4608
33778,Train,5991,4991,4,5991
33779,Inferno,4494,5973,4,4494
33780,Cobblestone,4494,6615,4,4494
33783,Cobblestone,7801,7531,4,7801
33784,Mirage,7801,7531,10,7801
33795,Mirage,6673,4494,-6,4494
33796,Cobblestone,7660,6211,10,7660
33800,Cobblestone,5973,7533,6,5973
33803,Cobblestone,6615,4608,8,6615
33805,Cobblestone,6211,7728,13,6211
33813,Cobblestone,5991,5973,2,5991
33814,Train,5991,5973,-6,5973
33815,Nuke,5991,5973,-12,5973
33816,Mirage,6137,4494,9,6137
33817,Cache,6137,4494,8,6137
33821,Mirage,6211,6774,-7,6774
33822,Nuke,6211,6774,11,6211
33823,Overpass,6211,6774,5,6211
33849,Cobblestone,6707,7801,-13,7801
33850,Inferno,6707,7801,6,6707
33851,Mirage,6707,7801,-9,7801
33872,Mirage,4863,6211,6,4863
33873,Cache,4863,6211,-8,6211
33874,Overpass,4863,6211,-4,6211
33885,Cache,5995,6137,4,5995
33886,Overpass,5995,6137,4,5995
33892,Train,6211,4791,11,6211
33893,Nuke,6211,4791,-11,4791
33894,Mirage,6211,4791,12,6211
33895,Nuke,7533,5973,11,7533
33896,Mirage,7533,5973,2,7533
33910,Mirage,6211,4863,-3,4863
33911,Cache,6211,4863,5,6211
33912,Cobblestone,6211,4863,2,6211
33915,Cache,5995,7533,3,5995
33916,Cobblestone,5995,7533,11,5995
33917,Overpass,5995,7533,-2,7533
33918,Inferno,5995,7533,13,5995
33952,Cobblestone,6615,6673,6,6615
33953,Mirage,6673,6615,-12,6615
33965,Cobblestone,6211,5974,-3,5974
33974,Cache,5974,6211,3,5974
33976,Nuke,6667,6902,13,6667
33977,Cache,6902,6667,6,6902
33978,Cobblestone,5973,6290,15,5973
33979,Train,6290,5973,-7,5973
33983,Train,4411,5995,5,4411
33984,Cache,5995,4411,4,5995
33993,Overpass,5395,4674,2,5395
33994,Inferno,5395,4674,11,5395
33995,Mirage,7532,7613,-9,7613
33996,Inferno,7532,7613,8,7532
33997,Cobblestone,7532,7613,5,7532
34007,Cache,6673,6211,5,6673
34011,Overpass,7801,5974,-8,5974
34017,Cobblestone,6211,6673,-2,6673
34018,Train,5974,7801,10,5974
34020,Nuke,5991,5422,8,5991
34025,Cache,7010,5005,8,7010
34027,Mirage,6667,4494,-5,4494
34028,Cache,6673,6290,-5,6290
34029,Cache,4494,6667,-10,6667
34030,Cache,5422,5991,-2,5991
34032,Overpass,5995,5378,6,5995
34034,Train,5378,5995,-2,5995
34035,Overpass,7010,6290,11,7010
34044,Inferno,4674,7613,-2,7613
34045,Train,4674,7613,-7,7613
34046,Cobblestone,7532,5395,-5,5395
34047,Train,7532,5395,-3,5395
34048,Train,5005,6673,-4,6673
34049,Inferno,5005,6673,-9,6673
34067,Train,5752,4773,15,5752
34070,Mirage,5752,5974,4,5752
34071,Cache,5974,7557,7,5974
34084,Cobblestone,6290,6673,2,6290
34085,Train,6290,6673,2,6290
34091,Overpass,4773,7557,12,4773
34092,Train,4773,7557,2,4773
34093,Overpass,5974,4773,4,5974
34094,Mirage,5974,4773,9,5974
34112,Overpass,7010,5974,5,7010
34113,Train,7010,5974,4,7010
34114,Mirage,6290,5752,-7,5752
34115,Cache,6290,5752,-2,5752
34118,Train,5752,7010,-8,7010
34119,Cache,5752,7010,-7,7010
34140,Train,6290,5974,-3,5974
34141,Cache,6290,5974,-2,5974
34148,Inferno,5752,5974,4,5752
34149,Cache,5752,5974,8,5752
34165,Mirage,7010,5752,-11,5752
34166,Inferno,7010,5752,9,7010
34167,Cache,7010,5752,-11,5752
34193,Cobblestone,7924,7801,6,7924
34194,Mirage,7924,7801,5,7924
34274,Cache,5991,7990,-3,7990
34281,Cobblestone,7990,7532,-2,7532
34284,Train,7532,6134,8,7532
34292,Cache,7990,5991,-6,5991
34293,Inferno,7990,5991,-4,5991
34297,Nuke,5991,6134,-14,6134
34298,Overpass,5991,6134,3,5991
34299,Cobblestone,5991,6134,7,5991
34313,Train,4674,5422,-8,5422
34326,Mirage,7331,4674,4,7331
34327,Cobblestone,7331,4674,-6,4674
34328,Nuke,7331,4674,-6,4674
34329,Cache,5422,4674,10,5422
34330,Nuke,5422,4674,-2,4674
34331,Inferno,5422,4674,2,5422
34347,Cobblestone,6137,6978,7,6137
34349,Overpass,6651,5974,-3,5974
34352,Mirage,4991,5752,4,4991
34353,Cobblestone,4494,7010,-10,7010
34356,Cache,6137,7010,-6,7010
34358,Train,5974,4991,3,5974
34361,Cobblestone,5395,5991,5,5395
34362,Inferno,5395,5991,-7,5991
34363,Cache,5395,5991,10,5395
34383,Nuke,7557,4643,5,7557
34384,Train,7557,4643,11,7557
34385,Nuke,6665,5378,-9,5378
34386,Overpass,6665,5378,12,6665
34387,Mirage,6665,5378,13,6665
34394,Train,6615,7878,5,6615
34395,Nuke,6615,7878,13,6615
34400,Mirage,7532,5422,-4,5422
34401,Inferno,7532,5422,-11,5422
34414,Cobblestone,5991,7532,-12,7532
34415,Overpass,5991,7532,-10,7532
34419,Train,5005,6301,12,5005
34420,Inferno,5005,6301,-3,6301
34421,Cobblestone,5005,6301,-6,6301
34425,Cache,5422,7532,-2,7532
34426,Overpass,5422,7532,-2,7532
34443,Inferno,6137,4494,2,6137
34444,Mirage,6137,4494,7,6137
34445,Nuke,4608,5378,-14,5378
34446,Train,4608,5378,2,4608
34447,Mirage,4608,5378,-8,5378
34450,Train,6651,5752,4,6651
34451,Cache,6651,5752,5,6651
34452,Mirage,6615,6301,14,6615
34453,Cobblestone,6615,6301,9,6615
34454,Nuke,6978,4494,-2,4494
34455,Mirage,6978,4494,-3,4494
34456,Train,4991,6651,4,4991
34457,Inferno,4991,6651,2,4991
34458,Mirage,6290,7801,-8,7801
34459,Train,6290,7801,6,6290
34460,Nuke,6290,7801,-9,7801
34466,Train,5395,7532,-13,7532
34467,Overpass,5395,7532,-10,7532
34468,Cache,5378,5310,-3,5310
34469,Train,5378,5310,3,5378
34470,Mirage,5378,5310,5,5378
34471,Nuke,7557,7801,6,7557
34472,Mirage,7557,7801,14,7557
34495,Mirage,5974,6137,7,5974
34496,Train,5974,6137,-9,6137
34497,Cobblestone,5974,6137,-7,6137
34498,Inferno,7010,4991,3,7010
34499,Overpass,7010,4991,-7,4991
34500,Mirage,7010,4991,-15,4991
34504,Inferno,6137,4991,8,6137
34505,Overpass,6137,4991,-12,4991
34506,Mirage,6137,4991,8,6137
34527,Cache,6615,7557,-2,7557
34528,Train,6615,7557,4,6615
34529,Mirage,6615,7557,2,6615
34653,Inferno,5973,6665,-5,6665
34654,Train,6667,6137,-8,6137
34655,Overpass,6667,6615,7,6667
34657,Mirage,5752,6665,4,5752
34659,Train,5752,4991,8,5752
34660,Cache,5995,6137,-9,6137
34714,Mirage,7801,7882,7,7801
34726,Overpass,6615,5995,-11,5995
34727,Inferno,6615,5995,-10,5995
34742,Overpass,6667,5995,6,6667
34743,Train,6667,5995,5,6667
34754,Train,6665,5973,12,6665
34755,Overpass,6665,5973,-7,5973
34756,Inferno,6665,5973,6,6665
34759,Mirage,4991,5973,-10,5973
34760,Train,4991,5973,4,4991
34761,Inferno,4991,5973,-10,5973
34762,Inferno,5005,8038,2,5005
34763,Cache,5005,8040,12,5005
34764,Mirage,7801,5479,-8,5479
34784,Cobblestone,5929,4674,-2,4674
34785,Overpass,5929,4674,-4,4674
34788,Mirage,8034,4674,9,8034
34789,Overpass,8034,4674,-4,4674
34790,Cobblestone,8034,4674,-3,4674
34796,Nuke,5479,6290,-10,6290
34797,Cache,5479,6290,-10,6290
34800,Overpass,5752,6667,-11,6667
34801,Mirage,5752,6667,-4,6667
34802,Mirage,6667,6137,5,6667
34803,Inferno,6667,6137,-2,6137
34804,Train,6667,6137,-2,6137
34812,Train,6673,4645,14,6673
34813,Mirage,6673,4645,10,6673
34814,Train,5005,6301,5,5005
34815,Inferno,5005,6301,6,5005
34816,Cache,6673,5005,3,6673
34817,Mirage,6673,5005,12,6673
34821,Overpass,6137,6665,-4,6665
34822,Mirage,6137,6665,2,6137
34823,Inferno,6137,6665,4,6137
34824,Overpass,7613,4674,-9,4674
34825,Mirage,7613,4674,4,7613
34826,Inferno,7613,4674,8,7613
34856,Cache,6290,7531,9,6290
34857,Overpass,6290,7531,4,6290
34870,Cache,6673,6290,4,6673
34871,Mirage,6673,6290,11,6673
34979,Train,6615,5395,-2,5395
34980,Inferno,5995,7010,2,5995
34989,Inferno,4494,7145,15,4494
34994,Train,5988,6211,3,5988
34996,Overpass,6902,5422,2,6902
34997,Inferno,5973,4863,3,5973
34998,Cobblestone,7532,5752,-6,5752
35022,Train,6094,6615,6,6094
35029,Mirage,5973,5395,-13,5395
35030,Cache,4863,6211,2,4863
35031,Cache,5422,7010,-3,7010
35032,Cache,5995,5752,5,5995
35034,Train,6902,4494,-5,4494
35035,Cobblestone,7145,7532,-2,7532
35045,Mirage,6615,6211,-6,6211
35046,Cache,7532,7010,7,7532
35047,Train,5752,6902,5,5752
35057,Train,5973,5310,14,5973
35064,Cobblestone,4674,6758,-4,6758
35065,Cobblestone,5395,4494,-2,4494
35066,Nuke,5995,5988,3,5995
35130,Cobblestone,5005,8058,-5,8058
35139,Mirage,5422,6211,2,5422
35142,Mirage,5752,5988,13,5752
35143,Cobblestone,6902,7010,-2,7010
35144,Train,7532,5973,6,7532
35145,Overpass,5310,7010,-3,7010
35146,Mirage,5973,5988,-2,5988
35187,Cobblestone,6673,7531,12,6673
35188,Mirage,6673,7531,-4,7531
35189,Train,6673,7531,-2,7531
35190,Cache,5974,5670,-2,5670
35191,Train,5974,5670,-6,5670
35200,Overpass,7878,7557,-11,7557
35201,Cache,7878,7557,-3,7557
35226,Overpass,7557,7531,11,7557
35227,Nuke,7557,7531,3,7557
35231,Cache,7557,5670,10,7557
35232,Mirage,7557,5670,2,7557
35239,Inferno,6667,7175,2,6667
35241,Inferno,4863,7533,-10,7533
35245,Train,4494,4991,5,4494
35247,Cache,4863,5995,-7,5995
35248,Mirage,4991,7175,10,4991
35256,Cobblestone,7010,5378,4,7010
35257,Cobblestone,7533,6615,-7,6615
35258,Cache,6137,5929,-2,5929
35259,Train,7010,5973,-4,5973
35260,Inferno,4608,5973,-9,5973
35261,Nuke,4494,6667,4,4494
35262,Cache,4411,5752,4,4411
35264,Mirage,5929,6615,-7,6615
35265,Mirage,6137,5378,7,6137
35266,Train,5752,4608,-2,4608
35267,Cache,5995,4411,-10,4411
35290,Cobblestone,4863,5752,-7,5752
35291,Cache,7533,6137,-6,6137
35298,Cobblestone,7010,5995,-9,5995
35299,Overpass,4991,6667,-4,6667
35301,Cobblestone,7175,5378,7,7175
35304,Cobblestone,5973,6615,11,5973
35305,Cache,4411,4494,6,4411
35360,Inferno,7533,7175,2,7533
35361,Inferno,7533,6667,-9,6667
35362,Mirage,5929,4991,-13,4991
35363,Inferno,6137,5995,-5,5995
35364,Train,5752,7010,5,5752
35366,Mirage,4608,4494,12,4608
35367,Inferno,5752,4494,2,5752
35368,Train,6667,6615,-6,6615
35369,Mirage,4991,6137,-10,6137
35446,Overpass,6667,5973,7,6667
35447,Train,6667,5973,11,6667
35450,Train,4411,5752,-6,5752
35451,Cache,4411,5752,5,4411
35452,Cobblestone,4411,5752,-10,5752
35453,Overpass,4608,5995,2,4608
35454,Nuke,4608,5995,3,4608
35458,Mirage,6615,6137,6,6615
35459,Cache,6615,6137,-7,6137
35460,Cobblestone,6615,6137,-9,6137
35487,Mirage,4608,5752,-3,5752
35488,Overpass,4608,5752,-2,5752
35498,Overpass,6667,6137,-12,6137
35499,Cache,6667,6137,-3,6137
35508,Train,7557,7613,-4,7613
35525,Cobblestone,5752,6137,-7,6137
35526,Train,5752,6137,-4,6137
35527,Inferno,5752,6137,-2,6137
35562,Overpass,7175,5991,5,7175
35563,Train,7175,5991,-7,5991
35564,Inferno,7175,5991,-9,5991
35591,Mirage,5988,4494,-5,4494
35592,Cobblestone,5988,4494,-8,4494
35595,Nuke,6211,6640,12,6211
35596,Cobblestone,6211,6640,15,6211
35604,Cobblestone,7175,6134,6,7175
35605,Overpass,7175,6134,3,7175
35606,Inferno,4494,8082,12,4494
35607,Train,4494,8082,14,4494
35611,Overpass,6902,7397,-2,7397
35612,Mirage,6902,7397,6,6902
35613,Train,6902,7397,-7,7397
35614,Inferno,5310,5991,-5,5991
35615,Overpass,5310,5991,-3,5991
35617,Overpass,6211,4643,-2,4643
35618,Cache,6211,4643,13,6211
35619,Nuke,6211,4643,4,6211
35623,Cache,4494,5929,-4,5929
35624,Nuke,4494,5929,12,4494
35625,Train,4494,5929,3,4494
35634,Mirage,5973,5873,11,5973
35635,Train,5973,5873,9,5973
35645,Overpass,7175,5991,5,7175
35646,Train,7175,5991,-7,5991
35647,Inferno,7175,5991,-9,5991
35649,Mirage,5973,7924,2,5973
35650,Cobblestone,5973,7924,9,5973
35658,Inferno,5991,7566,-5,7566
