,Map,Team 1 ID,Team 2 ID,score_diff,winner
26073,Train,7331,6902,-3,6902
26074,Inferno,7175,6665,-9,6665
26075,Mirage,4991,4608,4,4991
26076,Nuke,4494,4674,-6,4674
26077,Nuke,6665,7175,6,6665
26079,Train,4608,4991,9,4608
26084,Overpass,7010,6386,5,7010
26085,Nuke,7557,6290,-6,6290
26086,Cobblestone,6386,7010,-2,7010
26087,Cobblestone,6290,7557,3,6290
26090,Cache,6137,6736,7,6137
26093,Nuke,7104,5973,-13,5973
26094,Overpass,5973,7104,5,5973
26096,Cobblestone,6736,6137,-10,6137
26101,Cobblestone,4991,4688,5,4991
26102,Cache,4991,4688,4,4991
26105,Overpass,7533,7157,7,7533
26106,Mirage,7533,7157,7,7533
26119,Cobblestone,6615,5974,-9,5974
26120,Cache,6615,5974,-2,5974
26121,Mirage,6211,6710,13,6211
26122,Cobblestone,6211,6710,13,6211
26141,Mirage,5752,7557,-12,7557
26143,Cache,5005,6290,-2,6290
26144,Cache,7557,5752,2,7557
26145,Overpass,6301,6431,13,6301
26147,Cobblestone,5973,6211,-8,6211
26148,Overpass,6290,5005,14,6290
26170,Mirage,7157,6896,13,7157
26171,Nuke,7157,6896,7,7157
26176,Cobblestone,5995,5929,7,5995
26177,Overpass,5995,5929,3,5995
26180,Cobblestone,6211,6386,8,6211
26181,Cache,6211,6386,9,6211
26191,Mirage,5752,7557,-12,7557
26193,Cache,5005,6290,-2,6290
26194,Cache,7557,5752,2,7557
26195,Overpass,6301,6431,13,6301
26197,Cobblestone,5973,6211,-8,6211
26198,Overpass,6290,5005,14,6290
26220,Mirage,7157,6896,13,7157
26221,Nuke,7157,6896,7,7157
26226,Cobblestone,5995,5929,7,5995
26227,Overpass,5995,5929,3,5995
26230,Cobblestone,6211,6386,8,6211
26231,Cache,6211,6386,9,6211
26240,Cobblestone,6211,6736,2,6211
26241,Train,6211,6736,5,6211
26244,Nuke,5752,6211,-6,6211
26245,Cache,5752,6211,6,5752
26246,Mirage,5752,6211,-6,6211
26247,Train,5995,5991,13,5995
26248,Nuke,5995,5991,3,5995
26264,Cobblestone,6211,6736,2,6211
26265,Train,6211,6736,5,6211
26268,Nuke,5752,6211,-6,6211
26269,Cache,5752,6211,6,5752
26270,Mirage,5752,6211,-6,6211
26271,Train,5995,5991,13,5995
26272,Nuke,5995,5991,3,5995
26280,Train,7532,6651,5,7532
26295,Train,7532,6651,5,7532
26318,Train,5395,7157,4,5395
26329,Cobblestone,4991,5310,-3,5310
26330,Train,4991,5310,6,4991
26331,Inferno,4991,5310,9,4991
26351,Train,5395,7157,4,5395
26362,Cobblestone,4991,5310,-3,5310
26363,Train,4991,5310,6,4991
26364,Inferno,4991,5310,9,4991
26377,Nuke,4674,6667,-7,6667
26379,Overpass,7157,7586,11,7157
26380,Train,6902,7532,-3,7532
26381,Overpass,6667,4674,-3,4674
26382,Mirage,4608,6667,10,4608
26384,Overpass,6902,6651,-2,6651
26385,Overpass,5995,5310,-7,5310
26386,Cache,4411,4991,9,4411
26388,Inferno,4991,4411,-2,4411
26392,Train,6667,4608,-7,4608
26395,Inferno,5310,5995,4,5310
26397,Overpass,6301,7587,12,6301
26414,Train,6211,5974,-8,5974
26415,Overpass,6211,5974,-7,5974
26417,Nuke,4674,6667,-7,6667
26419,Overpass,7157,7586,11,7157
26420,Train,6902,7532,-3,7532
26421,Overpass,6667,4674,-3,4674
26422,Mirage,4608,6667,10,4608
26424,Overpass,6902,6651,-2,6651
26425,Overpass,5995,5310,-7,5310
26426,Cache,4411,4991,9,4411
26428,Inferno,4991,4411,-2,4411
26432,Train,6667,4608,-7,4608
26435,Inferno,5310,5995,4,5310
26437,Overpass,6301,7587,12,6301
26454,Train,6211,5974,-8,5974
26455,Overpass,6211,5974,-7,5974
26457,Overpass,5378,5310,-6,5310
26458,Train,5991,4991,2,5991
26462,Cache,4991,5991,7,4991
26463,Cobblestone,4411,4674,2,4411
26465,Train,4674,4411,-9,4411
26470,Mirage,5310,5378,6,5310
26478,Mirage,7533,4608,-3,4608
26479,Cobblestone,4608,7533,-12,7533
26482,Inferno,5974,6673,-3,6673
26483,Inferno,7558,6301,-11,6301
26484,Overpass,6673,5974,5,6673
26485,Overpass,5005,6386,2,5005
26486,Overpass,7104,6615,-3,6615
26487,Cache,6386,5005,-10,5005
26488,Inferno,6615,7104,11,6615
26503,Mirage,5974,7010,-11,7010
26504,Cobblestone,5974,7010,-3,7010
26508,Train,5310,5991,-6,5991
26509,Mirage,5310,5991,11,5310
26510,Inferno,5310,5991,2,5310
26515,Overpass,5378,5310,-6,5310
26516,Train,5991,4991,2,5991
26520,Cache,4991,5991,7,4991
26521,Cobblestone,4411,4674,2,4411
26523,Train,4674,4411,-9,4411
26528,Mirage,5310,5378,6,5310
26536,Mirage,7533,4608,-3,4608
26537,Cobblestone,4608,7533,-12,7533
26540,Inferno,5974,6673,-3,6673
26541,Inferno,7558,6301,-11,6301
26542,Overpass,6673,5974,5,6673
26543,Overpass,5005,6386,2,5005
26544,Overpass,7104,6615,-3,6615
26545,Cache,6386,5005,-10,5005
26546,Inferno,6615,7104,11,6615
26561,Mirage,5974,7010,-11,7010
26562,Cobblestone,5974,7010,-3,7010
26566,Train,5310,5991,-6,5991
26567,Mirage,5310,5991,11,5310
26568,Inferno,5310,5991,2,5310
26573,Nuke,6665,6667,-7,6667
26576,Inferno,6667,6665,-2,6665
26578,Mirage,7175,7533,-6,7533
26581,Cobblestone,5995,6134,3,5995
26582,Nuke,4494,5378,-5,5378
26583,Cache,6134,5995,-8,5995
26588,Inferno,6902,5929,-3,5929
26591,Overpass,5395,6902,-2,6902
26593,Inferno,5378,4494,11,5378
26594,Overpass,7533,7175,3,7533
26603,Train,5752,5005,9,5752
26608,Overpass,5973,5974,-6,5974
26609,Nuke,5005,5752,-4,5752
26612,Inferno,5974,5973,3,5974
26633,Nuke,6665,6667,-7,6667
26636,Inferno,6667,6665,-2,6665
26638,Mirage,7175,7533,-6,7533
26641,Cobblestone,5995,6134,3,5995
26642,Nuke,4494,5378,-5,5378
26643,Cache,6134,5995,-8,5995
26648,Inferno,6902,5929,-3,5929
26651,Overpass,5395,6902,-2,6902
26653,Inferno,5378,4494,11,5378
26654,Overpass,7533,7175,3,7533
26663,Train,5752,5005,9,5752
26668,Overpass,5973,5974,-6,5974
26669,Nuke,5005,5752,-4,5752
26672,Inferno,5974,5973,3,5974
26705,Cache,6673,7010,6,6673
26707,Mirage,6736,6211,-8,6211
26711,Cache,6386,6290,-10,6290
26712,Train,7010,6673,2,7010
26713,Train,6301,6707,2,6301
26714,Cache,6211,6736,5,6211
26716,Cobblestone,7557,6137,-10,6137
26717,Mirage,6137,7557,11,6137
26719,Cobblestone,6290,6386,-2,6386
26743,Cache,6673,7010,6,6673
26745,Mirage,6736,6211,-8,6211
26749,Cache,6386,6290,-10,6290
26750,Train,7010,6673,2,7010
26751,Train,6301,6707,2,6301
26752,Cache,6211,6736,5,6211
26754,Cobblestone,7557,6137,-10,6137
26755,Mirage,6137,7557,11,6137
26757,Cobblestone,6290,6386,-2,6386
26771,Train,6301,7689,12,6301
26772,Mirage,7532,7397,13,7532
26776,Cobblestone,4674,6343,6,4674
26781,Overpass,4468,7532,-12,7532
26783,Cobblestone,6290,7640,14,6290
26784,Nuke,4674,7331,-2,7331
26791,Cobblestone,6710,5005,12,6710
26792,Train,6710,5005,3,6710
26793,Inferno,6710,5005,4,6710
26805,Train,6301,7689,12,6301
26806,Mirage,7532,7397,13,7532
26810,Cobblestone,4674,6343,6,4674
26815,Overpass,4468,7532,-12,7532
26817,Cobblestone,6290,7640,14,6290
26818,Nuke,4674,7331,-2,7331
26825,Cobblestone,6710,5005,12,6710
26826,Train,6710,5005,3,6710
26827,Inferno,6710,5005,4,6710
26836,Inferno,4501,7157,-2,7157
26843,Inferno,6290,4643,2,6290
26847,Mirage,6301,6736,-2,6736
26848,Nuke,7557,7106,-9,7106
26849,Inferno,7557,7106,13,7557
26850,Mirage,7557,7106,2,7557
26853,Inferno,7169,4674,-10,4674
26854,Cache,7169,4674,-7,4674
26858,Overpass,6094,6902,-8,6902
26859,Train,6094,6902,11,6094
26860,Mirage,6094,6902,11,6094
26866,Overpass,7533,4991,-7,4991
26867,Cache,7533,4991,2,7533
26868,Cobblestone,7533,4991,-5,4991
26869,Inferno,7533,4991,-3,4991
26872,Cobblestone,4494,6497,8,4494
26873,Nuke,4494,6497,8,4494
26876,Inferno,6736,6673,-4,6673
26877,Overpass,6736,6673,-13,6673
26878,Cobblestone,5005,6290,-8,6290
26879,Cache,5005,6290,5,5005
26880,Inferno,5005,6290,-3,6290
26884,Cobblestone,4494,5310,7,4494
26885,Cache,4494,5310,-13,5310
26886,Mirage,4494,5310,-4,5310
26887,Train,5310,7532,7,5310
26888,Overpass,5310,7532,2,5310
26889,Cache,5974,6673,-7,6673
26890,Cobblestone,5974,6673,3,5974
26891,Overpass,5974,6673,10,5974
26892,Cobblestone,5974,7104,9,5974
26893,Train,5974,7104,10,5974
26894,Inferno,4501,7157,-2,7157
26901,Inferno,6290,4643,2,6290
26905,Mirage,6301,6736,-2,6736
26906,Nuke,7557,7106,-9,7106
26907,Inferno,7557,7106,13,7557
26908,Mirage,7557,7106,2,7557
26911,Inferno,7169,4674,-10,4674
26912,Cache,7169,4674,-7,4674
26916,Overpass,6094,6902,-8,6902
26917,Train,6094,6902,11,6094
26918,Mirage,6094,6902,11,6094
26924,Overpass,7533,4991,-7,4991
26925,Cache,7533,4991,2,7533
26926,Cobblestone,7533,4991,-5,4991
26927,Inferno,7533,4991,-3,4991
26930,Cobblestone,4494,6497,8,4494
26931,Nuke,4494,6497,8,4494
26934,Inferno,6736,6673,-4,6673
26935,Overpass,6736,6673,-13,6673
26936,Cobblestone,5005,6290,-8,6290
26937,Cache,5005,6290,5,5005
26938,Inferno,5005,6290,-3,6290
26942,Cobblestone,4494,5310,7,4494
26943,Cache,4494,5310,-13,5310
26944,Mirage,4494,5310,-4,5310
26945,Train,5310,7532,7,5310
26946,Overpass,5310,7532,2,5310
26947,Cache,5974,6673,-7,6673
26948,Cobblestone,5974,6673,3,5974
26949,Overpass,5974,6673,10,5974
26950,Cobblestone,5974,7104,9,5974
26951,Train,5974,7104,10,5974
26979,Train,6290,7557,-2,7557
26980,Mirage,6290,7557,8,6290
26981,Cobblestone,6290,7557,12,6290
26984,Train,5929,5378,-2,5378
26985,Inferno,5929,5378,8,5929
26986,Overpass,5929,5378,-4,5378
26987,Mirage,5929,5378,-3,5378
26991,Overpass,5974,6290,-4,6290
26992,Cobblestone,5974,6290,2,5974
26993,Inferno,5974,6290,-3,6290
27021,Train,6290,7557,-2,7557
27022,Mirage,6290,7557,8,6290
27023,Cobblestone,6290,7557,12,6290
27026,Train,5929,5378,-2,5378
27027,Inferno,5929,5378,8,5929
27028,Overpass,5929,5378,-4,5378
27029,Mirage,5929,5378,-3,5378
27033,Overpass,5974,6290,-4,6290
27034,Cobblestone,5974,6290,2,5974
27035,Inferno,5974,6290,-3,6290
27037,Cobblestone,7175,4494,-4,4494
27038,Overpass,7169,7532,6,7169
27039,Nuke,4494,7175,-12,7175
27050,Inferno,4501,6902,-4,6902
27052,Overpass,7532,5988,2,7532
27072,Train,4674,7663,-6,7663
27073,Inferno,4674,7663,10,4674
27074,Cobblestone,4674,7663,-2,7663
27084,Cobblestone,7175,4494,-4,4494
27085,Overpass,7169,7532,6,7169
27086,Nuke,4494,7175,-12,7175
27097,Inferno,4501,6902,-4,6902
27099,Overpass,7532,5988,2,7532
27119,Train,4674,7663,-6,7663
27120,Inferno,4674,7663,10,4674
27121,Cobblestone,4674,7663,-2,7663
27130,Cobblestone,7331,7157,-12,7157
27131,Overpass,5988,7157,4,5988
27134,Overpass,5395,4674,4,5395
27135,Cache,6134,6665,-7,6665
27138,Cobblestone,4608,4411,-8,4411
27142,Mirage,6651,7157,-8,7157
27143,Overpass,4602,4674,4,4602
27146,Overpass,6665,6134,9,6665
27149,Overpass,4411,4608,-4,4608
27151,Train,5995,4991,11,5995
27152,Train,5752,6615,10,5752
27153,Overpass,5973,6386,5,5973
27154,Nuke,5395,4674,-2,4674
27156,Inferno,7157,5929,5,7157
27157,Inferno,7589,6301,-6,6301
27158,Inferno,6615,6137,-9,6137
27160,Cobblestone,6386,5973,-11,5973
27161,Nuke,6615,5752,-5,5752
27162,Train,6137,6615,-2,6615
27190,Cobblestone,7331,7157,-12,7157
27191,Overpass,5988,7157,4,5988
27194,Overpass,5395,4674,4,5395
27195,Cache,6134,6665,-7,6665
27198,Cobblestone,4608,4411,-8,4411
27202,Mirage,6651,7157,-8,7157
27203,Overpass,4602,4674,4,4602
27206,Overpass,6665,6134,9,6665
27209,Overpass,4411,4608,-4,4608
27211,Train,5995,4991,11,5995
27212,Train,5752,6615,10,5752
27213,Overpass,5973,6386,5,5973
27214,Nuke,5395,4674,-2,4674
27216,Inferno,7157,5929,5,7157
27217,Inferno,7589,6301,-6,6301
27218,Inferno,6615,6137,-9,6137
27220,Cobblestone,6386,5973,-11,5973
27221,Nuke,6615,5752,-5,5752
27222,Train,6137,6615,-2,6615
27251,Nuke,4674,5995,-4,5995
27252,Overpass,4991,6667,6,4991
27254,Mirage,7533,5310,6,7533
27256,Cache,5310,7533,3,5310
27259,Train,6667,4991,3,6667
27260,Inferno,5995,4674,11,5995
27261,Inferno,5378,5991,-3,5991
27262,Nuke,5991,5378,11,5991
27268,Mirage,6673,6211,-8,6211
27269,Cobblestone,7104,7010,-15,7010
27270,Overpass,7010,7104,3,7010
27273,Cache,6736,5005,-2,5005
27274,Cobblestone,5005,6736,6,5005
27275,Nuke,6211,5973,2,6211
27276,Cobblestone,6211,6673,4,6211
27295,Nuke,4674,5995,-4,5995
27296,Overpass,4991,6667,6,4991
27298,Mirage,7533,5310,6,7533
27300,Cache,5310,7533,3,5310
27303,Train,6667,4991,3,6667
27304,Inferno,5995,4674,11,5995
27305,Inferno,5378,5991,-3,5991
27306,Nuke,5991,5378,11,5991
27312,Mirage,6673,6211,-8,6211
27313,Cobblestone,7104,7010,-15,7010
27314,Overpass,7010,7104,3,7010
27317,Cache,6736,5005,-2,5005
27318,Cobblestone,5005,6736,6,5005
27319,Nuke,6211,5973,2,6211
27320,Cobblestone,6211,6673,4,6211
27340,Inferno,7532,7607,5,7532
27344,Cache,5752,5974,4,5752
27345,Cobblestone,7557,6615,-13,6615
27346,Train,6211,6137,3,6211
27347,Mirage,5974,5752,7,5974
27348,Cobblestone,6290,6673,-14,6673
27349,Inferno,6673,6290,6,6673
27351,Mirage,6615,7557,5,6615
27352,Mirage,6137,6211,8,6137
27369,Cache,4674,7667,-5,7667
27370,Nuke,4674,7667,3,4674
27371,Train,4674,7667,-3,7667
27374,Inferno,7532,7607,5,7532
27378,Cache,5752,5974,4,5752
27379,Cobblestone,7557,6615,-13,6615
27380,Train,6211,6137,3,6211
27381,Mirage,5974,5752,7,5974
27382,Cobblestone,6290,6673,-14,6673
27383,Inferno,6673,6290,6,6673
27385,Mirage,6615,7557,5,6615
27386,Mirage,6137,6211,8,6137
27403,Cache,4674,7667,-5,7667
27404,Nuke,4674,7667,3,4674
27405,Train,4674,7667,-3,7667
27411,Cobblestone,5005,7531,9,5005
27440,Cache,5752,6736,13,5752
27441,Train,5752,6736,9,5752
27442,Overpass,6673,6290,-9,6290
27443,Cobblestone,6673,6290,-10,6290
27476,Inferno,6615,7557,9,6615
27477,Overpass,6615,7557,2,6615
27480,Mirage,5973,5005,3,5973
27481,Cache,5973,5005,10,5973
27510,Cobblestone,5005,7531,9,5005
27539,Cache,5752,6736,13,5752
27540,Train,5752,6736,9,5752
27541,Overpass,6673,6290,-9,6290
27542,Cobblestone,6673,6290,-10,6290
27575,Inferno,6615,7557,9,6615
27576,Overpass,6615,7557,2,6615
27579,Mirage,5973,5005,3,5973
27580,Cache,5973,5005,10,5973
27610,Cobblestone,5005,6707,5,5005
27615,Overpass,6290,7557,-13,7557
27616,Cache,6290,7557,4,6290
27617,Inferno,6290,7557,-2,7557
27620,Overpass,6290,7104,13,6290
27621,Nuke,6290,7104,12,6290
27622,Nuke,7557,6710,5,7557
27623,Mirage,7557,6710,16,7557
27624,Inferno,6673,7571,8,6673
27625,Cache,6673,7571,10,6673
27626,Overpass,6673,7106,7,6673
27627,Inferno,6673,7106,13,6673
27630,Cobblestone,5752,6290,11,5752
27631,Nuke,5752,6290,-5,6290
27632,Overpass,5752,6290,10,5752
27641,Train,4674,4602,-11,4602
27642,Inferno,4674,4602,-8,4602
27670,Cobblestone,5752,6615,8,5752
27671,Mirage,5752,6615,4,5752
27672,Cache,7106,5005,-9,5005
27673,Overpass,7106,5005,5,7106
27674,Train,7106,5005,13,7106
27692,Nuke,6615,5973,2,6615
27693,Cobblestone,6615,5973,2,6615
27705,Cobblestone,5005,6707,5,5005
27710,Overpass,6290,7557,-13,7557
27711,Cache,6290,7557,4,6290
27712,Inferno,6290,7557,-2,7557
27715,Overpass,6290,7104,13,6290
27716,Nuke,6290,7104,12,6290
27717,Nuke,7557,6710,5,7557
27718,Mirage,7557,6710,16,7557
27719,Inferno,6673,7571,8,6673
27720,Cache,6673,7571,10,6673
27721,Overpass,6673,7106,7,6673
27722,Inferno,6673,7106,13,6673
27725,Cobblestone,5752,6290,11,5752
27726,Nuke,5752,6290,-5,6290
27727,Overpass,5752,6290,10,5752
27736,Train,4674,4602,-11,4602
27737,Inferno,4674,4602,-8,4602
27765,Cobblestone,5752,6615,8,5752
27766,Mirage,5752,6615,4,5752
27767,Cache,7106,5005,-9,5005
27768,Overpass,7106,5005,5,7106
27769,Train,7106,5005,13,7106
27787,Nuke,6615,5973,2,6615
27788,Cobblestone,6615,5973,2,6615
27822,Mirage,6673,7557,-9,7557
27823,Cache,6673,7557,-4,7557
27855,Mirage,6673,7557,-9,7557
27856,Cache,6673,7557,-4,7557
27864,Cobblestone,7533,7010,13,7533
27866,Train,6665,5974,5,6665
27867,Inferno,6651,4991,-8,4991
27868,Mirage,5378,6474,12,5378
27869,Inferno,4411,5995,-10,5995
27870,Cache,6667,5310,-6,5310
27871,Mirage,6137,4863,4,6137
27900,Cobblestone,7533,7010,13,7533
27902,Train,6665,5974,5,6665
27903,Inferno,6651,4991,-8,4991
27904,Mirage,5378,6474,12,5378
27905,Inferno,4411,5995,-10,5995
27906,Cache,6667,5310,-6,5310
27907,Mirage,6137,4863,4,6137
27936,Cobblestone,4411,6474,7,4411
27937,Cobblestone,5995,5310,14,5995
27938,Mirage,5378,6137,-14,6137
27939,Overpass,4991,4608,-7,4608
27943,Cobblestone,7716,5974,-13,5974
27944,Mirage,6667,7010,6,6667
27945,Inferno,6665,7533,-3,7533
27961,Cobblestone,4411,6474,7,4411
27962,Cobblestone,5995,5310,14,5995
27963,Mirage,5378,6137,-14,6137
27964,Overpass,4991,4608,-7,4608
27968,Cobblestone,7716,5974,-13,5974
27969,Mirage,6667,7010,6,6667
27970,Inferno,6665,7533,-3,7533
27983,Overpass,6137,5995,-8,5995
27987,Nuke,4411,5378,11,4411
27988,Cobblestone,7010,7716,5,7010
27990,Inferno,4608,7533,5,4608
27992,Mirage,5974,5310,-5,5310
27994,Mirage,4991,6665,-3,6665
27995,Cache,6651,6667,-3,6667
28028,Overpass,6137,5995,-8,5995
28032,Nuke,4411,5378,11,4411
28033,Cobblestone,7010,7716,5,7010
28035,Inferno,4608,7533,5,4608
28037,Mirage,5974,5310,-5,5310
28039,Mirage,4991,6665,-3,6665
28040,Cache,6651,6667,-3,6667
28076,Train,6667,6137,9,6667
28078,Cobblestone,6651,5974,-2,5974
28079,Train,6665,6137,4,6665
28080,Inferno,6474,7010,-7,7010
28081,Overpass,5310,4411,3,5310
28082,Inferno,5378,4991,-14,4991
28083,Cache,5974,7010,8,5974
28084,Train,4991,4411,9,4991
28085,Cache,6667,7533,-3,7533
28099,Train,6667,6137,9,6667
28101,Cobblestone,6651,5974,-2,5974
28102,Train,6665,6137,4,6665
28103,Inferno,6474,7010,-7,7010
28104,Overpass,5310,4411,3,5310
28105,Inferno,5378,4991,-14,4991
28106,Cache,5974,7010,8,5974
28107,Train,4991,4411,9,4991
28108,Cache,6667,7533,-3,7533
28132,Inferno,5995,6667,-9,6667
28133,Nuke,5995,6667,5,5995
28134,Train,5995,6667,-6,6667
28141,Cobblestone,7533,5310,7,7533
28142,Cache,7533,5310,-2,5310
28143,Overpass,7533,5310,-5,5310
28144,Cache,5974,6665,-5,6665
28145,Inferno,5974,6665,-3,6665
28146,Inferno,6301,7624,9,6301
28147,Mirage,6301,7624,13,6301
28150,Overpass,4608,4991,10,4608
28151,Inferno,4608,4991,-9,4991
28152,Mirage,4608,4991,8,4608
28167,Inferno,5995,6667,-9,6667
28168,Nuke,5995,6667,5,5995
28169,Train,5995,6667,-6,6667
28176,Cobblestone,7533,5310,7,7533
28177,Cache,7533,5310,-2,5310
28178,Overpass,7533,5310,-5,5310
28179,Cache,5974,6665,-5,6665
28180,Inferno,5974,6665,-3,6665
28181,Inferno,6301,7624,9,6301
28182,Mirage,6301,7624,13,6301
28185,Overpass,4608,4991,10,4608
28186,Inferno,4608,4991,-9,4991
28187,Mirage,4608,4991,8,4608
28206,Mirage,6667,5310,3,6667
28207,Train,6667,5310,2,6667
28208,Overpass,4608,6665,-8,6665
28209,Nuke,4608,6665,-6,6665
28210,Mirage,6667,6665,-2,6665
28211,Nuke,6667,6665,10,6667
28212,Inferno,6667,6665,2,6667
28215,Overpass,7616,6301,2,7616
28216,Train,7616,6301,-4,6301
28217,Cobblestone,7616,6301,-6,6301
28242,Mirage,6667,5310,3,6667
28243,Train,6667,5310,2,6667
28244,Overpass,4608,6665,-8,6665
28245,Nuke,4608,6665,-6,6665
28246,Mirage,6667,6665,-2,6665
28247,Nuke,6667,6665,10,6667
28248,Inferno,6667,6665,2,6667
28251,Overpass,7616,6301,2,7616
28252,Train,7616,6301,-4,6301
28253,Cobblestone,7616,6301,-6,6301
28285,Overpass,6301,7592,4,6301
28286,Train,6301,7592,7,6301
28337,Overpass,6301,7592,4,6301
28338,Train,6301,7592,7,6301
28368,Inferno,6134,5991,3,6134
28369,Cobblestone,4991,7175,-10,7175
28370,Train,7175,4991,-5,4991
28371,Inferno,5378,4674,-3,4674
28372,Cobblestone,5991,6134,-5,6134
28374,Nuke,4674,5378,11,4674
28378,Cobblestone,7020,6902,-6,6902
28379,Mirage,7020,6902,-5,6902
28390,Mirage,4688,6902,-6,6902
28391,Overpass,4688,6902,-8,6902
28396,Nuke,7532,6651,-9,6651
28397,Cache,7532,6651,3,7532
28398,Overpass,7532,6651,2,7532
28409,Inferno,6134,5991,3,6134
28410,Cobblestone,4991,7175,-10,7175
28411,Train,7175,4991,-5,4991
28412,Inferno,5378,4674,-3,4674
28413,Cobblestone,5991,6134,-5,6134
28415,Nuke,4674,5378,11,4674
28419,Cobblestone,7020,6902,-6,6902
28420,Mirage,7020,6902,-5,6902
28431,Mirage,4688,6902,-6,6902
28432,Overpass,4688,6902,-8,6902
28437,Nuke,7532,6651,-9,6651
28438,Cache,7532,6651,3,7532
28439,Overpass,7532,6651,2,7532
28450,Mirage,6665,5310,2,6665
28451,Train,4411,5995,-7,5995
28452,Nuke,4494,5991,4,4494
28457,Overpass,5310,6665,-7,6665
28459,Cobblestone,5991,4494,-8,4494
28460,Cobblestone,5995,4411,6,5995
28461,Overpass,6290,6615,10,6290
28462,Cache,6985,5752,-4,5752
28464,Cobblestone,5752,6985,2,5752
28465,Nuke,6615,6290,9,6615
28487,Inferno,7532,5395,-8,5395
28488,Cache,7532,5395,5,7532
28489,Mirage,7532,5395,3,7532
28513,Mirage,6665,5310,2,6665
28514,Train,4411,5995,-7,5995
28515,Nuke,4494,5991,4,4494
28520,Overpass,5310,6665,-7,6665
28522,Cobblestone,5991,4494,-8,4494
28523,Cobblestone,5995,4411,6,5995
28524,Overpass,6290,6615,10,6290
28525,Cache,6985,5752,-4,5752
28527,Cobblestone,5752,6985,2,5752
28528,Nuke,6615,6290,9,6615
28550,Inferno,7532,5395,-8,5395
28551,Cache,7532,5395,5,7532
28552,Mirage,7532,5395,3,7532
28585,Nuke,4494,5995,-5,5995
28588,Mirage,6667,7533,3,6667
28589,Cache,7533,6667,-2,6667
28591,Cache,4991,5310,2,4991
28611,Cobblestone,4411,5378,7,4411
28614,Cobblestone,5995,4494,6,5995
28617,Cobblestone,5310,4991,-6,4991
28649,Nuke,5378,4411,10,5378
28699,Inferno,6985,7010,-11,7010
28700,Cobblestone,7010,6985,14,7010
28701,Cache,5752,6137,6,5752
28704,Inferno,6137,5752,4,6137
28707,Cobblestone,6615,5973,-2,5973
28708,Cobblestone,7104,6290,-8,6290
28709,Inferno,6290,7104,2,6290
28710,Nuke,5973,6615,3,5973
28772,Nuke,4494,5995,-5,5995
28775,Mirage,6667,7533,3,6667
28776,Cache,7533,6667,-2,6667
28778,Cache,4991,5310,2,4991
28798,Cobblestone,4411,5378,7,4411
28801,Cobblestone,5995,4494,6,5995
28804,Cobblestone,5310,4991,-6,4991
28836,Nuke,5378,4411,10,5378
28886,Inferno,6985,7010,-11,7010
28887,Cobblestone,7010,6985,14,7010
28888,Cache,5752,6137,6,5752
28891,Inferno,6137,5752,4,6137
28894,Cobblestone,6615,5973,-2,5973
28895,Cobblestone,7104,6290,-8,6290
28896,Inferno,6290,7104,2,6290
28897,Nuke,5973,6615,3,5973
28950,Cobblestone,5973,6615,8,5973
28951,Cache,4411,6665,-2,6665
28953,Cobblestone,6615,5973,-5,5973
28958,Overpass,6673,7331,-3,7331
28959,Inferno,5995,6902,2,5995
28963,Overpass,6902,5995,-12,5995
28964,Overpass,7532,4674,3,7532
28965,Cobblestone,4674,7713,3,4674
28971,Train,6665,4411,-2,4411
28973,Train,7532,6745,5,7532
28977,Train,6673,7674,4,6673
28984,Inferno,7010,5974,8,7010
28985,Cobblestone,6211,6386,8,6211
28986,Mirage,6137,5973,7,6137
28987,Inferno,5973,6137,2,5973
28988,Overpass,5974,7010,-10,7010
28989,Train,6386,6211,-12,6211
29004,Train,7713,4674,14,7713
29005,Inferno,7713,4674,2,7713
29010,Cache,6842,6673,6,6842
29011,Train,6842,6673,-10,6673
29012,Cobblestone,6842,6673,-11,6673
29067,Cobblestone,5973,6615,8,5973
29068,Cache,4411,6665,-2,6665
29070,Cobblestone,6615,5973,-5,5973
29075,Overpass,6673,7331,-3,7331
29076,Inferno,5995,6902,2,5995
29080,Overpass,6902,5995,-12,5995
29081,Overpass,7532,4674,3,7532
29082,Cobblestone,4674,7713,3,4674
29088,Train,6665,4411,-2,4411
29090,Train,7532,6745,5,7532
29094,Train,6673,7674,4,6673
29101,Inferno,7010,5974,8,7010
29102,Cobblestone,6211,6386,8,6211
29103,Mirage,6137,5973,7,6137
29104,Inferno,5973,6137,2,5973
29105,Overpass,5974,7010,-10,7010
29106,Train,6386,6211,-12,6211
29121,Train,7713,4674,14,7713
29122,Inferno,7713,4674,2,7713
29127,Cache,6842,6673,6,6842
29128,Train,6842,6673,-10,6673
29129,Cobblestone,6842,6673,-11,6673
29185,Cache,5752,7010,-10,7010
29187,Train,6615,5974,5,6615
29188,Cache,5974,6615,3,5974
29189,Train,5991,4991,2,5991
29190,Cobblestone,7010,5752,-3,5752
29191,Inferno,4991,5991,13,4991
29192,Train,5378,6665,8,5378
29193,Inferno,6665,5378,7,6665
29194,Cobblestone,6137,6710,2,6137
29195,Inferno,6710,6137,-11,6137
29206,Cobblestone,6978,7532,6,6978
29207,Overpass,6978,7532,5,6978
29221,Inferno,7532,4688,2,7532
29222,Mirage,7532,4688,-7,4688
29223,Overpass,7532,4688,14,7532
29224,Inferno,4602,6673,3,4602
29225,Overpass,4602,6673,7,4602
