,Date,Team 1 ID,Team 2 ID,winner
19088,2016-08,6665,7175,7175
19089,2016-08,5996,6615,6615
19090,2016-08,5996,6615,6615
19091,2016-08,7157,4602,7157
19092,2016-08,7157,4602,4602
19093,2016-08,7157,4602,7157
19037,2016-08,7157,6807,7157
19084,2016-08,6978,7175,7175
19036,2016-08,7175,5831,7175
18973,2016-08,5005,6301,5005
19034,2016-08,6665,7157,6665
19099,2016-08,7175,5422,7175
18969,2016-08,7010,7106,7106
18971,2016-08,6301,5005,6301
18974,2016-08,7106,7010,7010
18987,2016-08,6137,4608,4608
18988,2016-08,6137,4608,6137
18991,2016-08,4501,7157,4501
18992,2016-08,4501,7157,4501
19001,2016-08,6667,4411,4411
19002,2016-08,6665,5991,5991
19003,2016-08,5991,6665,6665
19005,2016-08,5995,4991,4991
19008,2016-08,5752,5005,5752
19009,2016-08,6301,7010,7010
19010,2016-08,4411,6667,4411
19011,2016-08,5005,5752,5752
19012,2016-08,7010,6301,7010
19013,2016-08,7106,6615,6615
19014,2016-08,4991,5995,5995
19015,2016-08,6615,7106,6615
19017,2016-08,4608,6137,6137
19018,2016-08,4608,6137,4608
19019,2016-08,4608,6137,6137
19035,2016-08,7175,5422,5422
19103,2016-08,5752,6673,5752
19247,2016-08,6736,5974,5974
19107,2016-08,5422,7157,5422
19202,2016-08,5752,6211,5752
19203,2016-08,6137,5973,5973
19205,2016-08,6667,6665,6667
19206,2016-08,6673,7106,6673
19223,2016-08,6667,5929,6667
19224,2016-08,6667,5929,6667
19227,2016-08,4494,5422,4494
19228,2016-08,4494,5422,5422
19229,2016-08,4494,5422,4494
19232,2016-08,5378,5422,5422
19236,2016-08,5422,5378,5378
19239,2016-08,4494,5995,4494
19240,2016-08,5995,4494,5995
19241,2016-08,7010,6211,7010
19242,2016-08,6673,6137,6137
19243,2016-08,6137,6673,6137
19244,2016-08,6211,7010,7010
19246,2016-08,7106,5752,5752
18967,2016-08,5988,6665,6665
19248,2016-08,5752,7106,5752
19252,2016-08,5974,6736,6736
19270,2016-08,6665,6667,6665
19271,2016-08,6665,6667,6665
19201,2016-08,5973,6137,5973
19104,2016-08,5752,6673,5752
19199,2016-08,6211,5752,5752
19194,2016-08,7106,6673,6673
19108,2016-08,5422,7157,7157
19109,2016-08,5422,7157,5422
19124,2016-08,7123,4674,7123
19131,2016-08,7010,5752,5752
19132,2016-08,7010,5752,5752
19139,2016-08,5973,5752,5752
19140,2016-08,5973,5752,5752
19150,2016-08,7010,6736,7010
19151,2016-08,7010,6736,6736
19152,2016-08,7010,6736,7010
19155,2016-08,5973,6615,5973
19159,2016-08,5995,5988,5995
19160,2016-08,5988,5995,5995
19161,2016-08,5395,5378,5378
19162,2016-08,5378,5395,5395
19171,2016-08,6665,4591,6665
19172,2016-08,6665,4591,6665
19173,2016-08,6902,7175,6902
19174,2016-08,6902,7175,6902
19184,2016-08,5310,4991,5310
19185,2016-08,4991,5310,4991
19191,2016-08,6665,6667,6665
19192,2016-08,6386,5974,6386
19196,2016-08,5974,6386,6386
18965,2016-08,5310,5995,5995
19156,2016-08,5973,6615,5973
18963,2016-08,4411,5991,5991
18716,2016-08,6673,6736,6673
18717,2016-08,5974,6615,6615
18718,2016-08,5974,6615,6615
18719,2016-08,7059,6667,7059
18720,2016-08,7059,6667,7059
18731,2016-08,6615,5005,6615
18732,2016-08,5973,5752,5752
18733,2016-08,4411,7059,4411
18734,2016-08,5378,6667,6667
18735,2016-08,6667,5378,6667
18736,2016-08,5752,5973,5752
18737,2016-08,5005,6615,6615
18738,2016-08,7059,4411,4411
18743,2016-08,4494,5988,5988
18744,2016-08,4494,5988,5988
18745,2016-08,7157,7020,7157
18746,2016-08,7157,7020,7020
18747,2016-08,7157,7020,7157
18752,2016-08,6290,6680,6290
18753,2016-08,6290,6680,6290
18760,2016-08,5422,5991,5422
18761,2016-08,5422,5991,5422
18767,2016-08,6290,6680,6680
18715,2016-08,6673,6736,6673
18768,2016-08,6290,6680,6680
18713,2016-08,5991,7020,5991
18711,2016-08,5991,7020,7020
18964,2016-08,5995,5310,5995
18415,2016-08,6902,7059,7059
18416,2016-08,6902,7059,6902
18417,2016-08,6902,7059,7059
18440,2016-08,5005,6792,6792
18441,2016-08,5005,6792,5005
18442,2016-08,5005,6792,6792
18449,2016-08,5005,6981,6981
18450,2016-08,5005,6981,6981
18463,2016-08,5005,7105,5005
18464,2016-08,5005,7105,7105
18465,2016-08,5005,7105,5005
18557,2016-08,6290,6425,6290
18558,2016-08,6290,6425,6290
18566,2016-08,6736,6290,6736
18567,2016-08,6736,6290,6290
18568,2016-08,6736,6290,6290
18662,2016-08,5378,6902,5378
18663,2016-08,5378,6902,5378
18695,2016-08,4411,5378,5378
18696,2016-08,7059,6667,6667
18697,2016-08,5378,4411,4411
18698,2016-08,6667,7059,6667
18712,2016-08,5991,7020,5991
18774,2016-08,6680,5973,6680
18714,2016-08,6673,6736,6736
18777,2016-08,7010,5752,5752
18906,2016-08,6673,5752,5752
18917,2016-08,5752,6615,5752
18918,2016-08,6615,5752,5752
18928,2016-08,5991,5310,5991
18929,2016-08,5991,5310,5991
18930,2016-08,5752,6615,6615
18931,2016-08,5752,6615,5752
18932,2016-08,5752,6615,6615
18933,2016-08,7059,5378,5378
18937,2016-08,4494,4991,4991
18939,2016-08,4411,5422,4411
18905,2016-08,6673,5752,6673
18942,2016-08,5991,5995,5991
18948,2016-08,5995,5991,5991
18949,2016-08,5422,4411,5422
18953,2016-08,4608,6137,4608
18954,2016-08,4608,6137,4608
18955,2016-08,7010,6211,7010
18956,2016-08,7010,6211,7010
18959,2016-08,5422,4494,4494
18960,2016-08,5991,4411,4411
18961,2016-08,4494,5422,4494
18776,2016-08,5752,7010,5752
18962,2016-08,6665,5988,6665
18943,2016-08,4991,4494,4991
18904,2016-08,6673,5752,5752
18936,2016-08,5378,7059,5378
18859,2016-08,7010,5005,5005
18778,2016-08,5973,6680,6680
18784,2016-08,6792,6211,6211
18785,2016-08,6792,6211,6211
18794,2016-08,5991,6667,6667
18796,2016-08,7059,6665,7059
18798,2016-08,5995,4608,4608
18800,2016-08,6665,7059,7059
18801,2016-08,6667,5991,5991
18820,2016-08,6290,7010,7010
18821,2016-08,6290,7010,7010
18830,2016-08,5996,6211,5996
18802,2016-08,4608,5995,4608
18832,2016-08,5996,6211,6211
18833,2016-08,6736,7010,7010
18835,2016-08,7010,6736,7010
18836,2016-08,5995,6667,6667
18844,2016-08,6667,5995,6667
18846,2016-08,4608,6665,4608
18847,2016-08,6665,4608,4608
18856,2016-08,5005,7010,7010
18831,2016-08,5996,6211,6211
18857,2016-08,6615,5973,5973
18858,2016-08,5973,6615,5973
20087,2016-09,5991,5260,5991
20088,2016-09,5991,5260,5991
20095,2016-09,6615,7010,6615
20096,2016-09,6615,7010,7010
20097,2016-09,6615,7010,6615
20106,2016-09,7175,5995,7175
20105,2016-09,7175,6651,7175
20080,2016-09,6667,6902,6902
20113,2016-09,5988,5991,5991
20112,2016-09,5310,5378,5378
20104,2016-09,7175,6651,7175
20079,2016-09,6667,6902,6902
20063,2016-09,4608,4494,4494
20077,2016-09,6902,7175,7175
20076,2016-09,6902,7175,6902
20075,2016-09,7010,4773,4773
20074,2016-09,7010,4773,7010
20070,2016-09,6665,5395,5395
20069,2016-09,4494,4608,4608
20066,2016-09,5995,4411,4411
20065,2016-09,5395,6665,6665
20061,2016-09,4411,5995,4411
20060,2016-09,6615,7010,7010
20114,2016-09,5991,5988,5991
20078,2016-09,6667,6902,6667
20118,2016-09,5378,5310,5310
20180,2016-09,6137,6680,6137
20124,2016-09,6680,5752,5752
20183,2016-09,5974,5973,5974
20059,2016-09,6615,7010,6615
20182,2016-09,6736,5005,5005
20179,2016-09,4608,5378,5378
20175,2016-09,5378,4608,4608
20174,2016-09,7024,6211,6211
20170,2016-09,6665,4602,6665
20163,2016-09,6665,5422,5422
20162,2016-09,6665,5422,6665
20161,2016-09,6665,5422,5422
20156,2016-09,7124,6902,7124
20155,2016-09,7124,6902,6902
20148,2016-09,6902,4688,6902
20147,2016-09,6902,4688,6902
20142,2016-09,4688,7175,7175
20141,2016-09,4688,7175,4688
20137,2016-09,6137,7205,6137
20136,2016-09,6137,7205,6137
20135,2016-09,6301,5752,5752
20134,2016-09,5973,6673,6673
20133,2016-09,5752,6680,6680
20132,2016-09,5752,6301,5752
20130,2016-09,6673,5973,6673
20128,2016-09,6137,5974,6137
20127,2016-09,5974,6137,6137
20119,2016-09,5995,7175,5995
20058,2016-09,6615,7010,7010
19922,2016-09,6137,5005,6137
20053,2016-09,7010,6673,6673
19976,2016-09,7175,5991,5991
19972,2016-09,6615,5996,6615
19971,2016-09,6615,5996,6615
19970,2016-09,6615,5996,5996
19969,2016-09,6667,5422,5422
19968,2016-09,6667,5422,5422
19967,2016-09,6211,7205,6211
19966,2016-09,6211,7205,6211
19962,2016-09,7010,6211,7010
19961,2016-09,7010,6211,7010
19960,2016-09,6902,6832,6902
19959,2016-09,6902,6832,6902
19942,2016-09,6211,6707,6211
19941,2016-09,6211,6707,6211
19933,2016-09,6902,4602,6902
19932,2016-09,6902,4602,4602
19926,2016-09,7175,5991,7175
19925,2016-09,5752,5988,5752
19924,2016-09,6673,5974,6673
19923,2016-09,7106,5973,5973
20184,2016-09,6680,6615,6615
19920,2016-09,5005,6137,6137
19919,2016-09,5974,6673,5974
19918,2016-09,6680,6211,6680
19917,2016-09,5973,7106,5973
19977,2016-09,7175,5991,7175
19978,2016-09,7175,5991,5991
19979,2016-09,7010,6736,7010
19980,2016-09,7010,6736,7010
20052,2016-09,7010,6673,7010
20046,2016-09,5991,6368,5991
20045,2016-09,5991,6368,5991
20037,2016-09,6680,6673,6673
20036,2016-09,6680,6673,6673
20035,2016-09,5752,5991,5752
20034,2016-09,5752,5991,5991
20033,2016-09,5752,5991,5752
20032,2016-09,5378,5422,5378
20031,2016-09,5378,5422,5422
20030,2016-09,5378,5422,5378
20028,2016-09,5752,5378,5378
20054,2016-09,7010,6673,7010
20027,2016-09,5752,5378,5378
20016,2016-09,4688,6902,6902
20015,2016-09,6137,6615,6615
20014,2016-09,6137,6615,6615
20013,2016-09,6137,6615,6137
20006,2016-09,7010,6707,7010
20005,2016-09,7010,6707,7010
19992,2016-09,6651,5991,5991
19991,2016-09,6651,5991,5991
19987,2016-09,7010,5005,7010
19986,2016-09,7010,5005,7010
19985,2016-09,6137,6301,6137
19984,2016-09,6137,6301,6137
20017,2016-09,4688,6902,6902
20185,2016-09,6680,6137,6137
20359,2016-09,6211,6773,6211
20187,2016-09,5973,5974,5973
20425,2016-09,6680,7010,7010
20424,2016-09,6680,7010,7010
20423,2016-09,5005,5973,5973
20422,2016-09,6386,6615,6615
20421,2016-09,6615,6386,6615
20419,2016-09,5973,5005,5973
20418,2016-09,5005,5974,5005
20417,2016-09,6137,7106,6137
20416,2016-09,5974,5005,5974
20413,2016-09,4674,7018,4674
20412,2016-09,7106,6137,6137
20410,2016-09,6665,5378,5378
20409,2016-09,4688,7157,4688
20408,2016-09,5378,6665,5378
20403,2016-09,7175,5422,5422
20402,2016-09,5422,7175,5422
20399,2016-09,5752,5996,5752
20398,2016-09,5752,5996,5752
20388,2016-09,5005,6673,6673
20387,2016-09,6680,6301,6680
20385,2016-09,6301,6680,6680
20383,2016-09,6673,5005,6673
20382,2016-09,5988,5378,5988
20381,2016-09,5395,5991,5991
20379,2016-09,5378,5988,5378
20426,2016-09,6680,7010,7010
20378,2016-09,5422,6665,6665
20434,2016-09,5752,6615,6615
20436,2016-09,5752,6615,6615
19916,2016-09,5422,6667,6667
20565,2016-09,5995,6665,6665
20564,2016-09,5378,4991,5378
20563,2016-09,5378,4608,4608
20562,2016-09,5995,5973,5973
20561,2016-09,6137,6615,6137
20560,2016-09,4608,5973,4608
20554,2016-09,6137,6665,6137
20552,2016-09,4991,6615,4991
20540,2016-09,6902,5988,6902
20539,2016-09,6902,5988,6902
20491,2016-09,4674,6134,6134
20490,2016-09,4674,6134,6134
20489,2016-09,4674,6134,4674
20477,2016-09,5752,6736,5752
20476,2016-09,6137,6736,6137
20475,2016-09,5974,7106,5974
20473,2016-09,7106,5974,5974
20471,2016-09,6736,5752,5752
20467,2016-09,5005,6386,6386
20466,2016-09,6386,5005,5005
20455,2016-09,5422,6902,5422
20454,2016-09,5422,6902,5422
20438,2016-09,5974,6736,6736
20437,2016-09,5974,6736,6736
20435,2016-09,5752,6615,5752
20186,2016-09,5005,6736,6736
20376,2016-09,6665,5422,6665
20364,2016-09,5991,4494,5991
20265,2016-09,6665,5422,5422
20264,2016-09,6665,5422,6665
20263,2016-09,6665,5422,5422
20260,2016-09,6134,5378,5378
20259,2016-09,6134,5378,5378
20255,2016-09,5991,4688,5991
20254,2016-09,5991,4688,5991
20253,2016-09,5991,4688,4688
20252,2016-09,5991,4688,5991
20249,2016-09,5974,5752,5752
20248,2016-09,5974,5752,5752
20239,2016-09,6137,7010,7010
20236,2016-09,7010,6137,7010
20231,2016-09,6615,6736,6615
20229,2016-09,6211,5258,6211
20228,2016-09,6736,6615,6615
20211,2016-09,7010,7205,7010
20210,2016-09,7010,7205,7010
20202,2016-09,6902,6724,6902
20201,2016-09,6902,6724,6902
20196,2016-09,5378,4781,5378
20195,2016-09,5378,4781,5378
20194,2016-09,6665,5455,6665
20193,2016-09,6665,5455,6665
20188,2016-09,6615,6680,6615
20270,2016-09,6673,5752,5752
20375,2016-09,5991,5395,5991
20271,2016-09,5752,6673,5752
20301,2016-09,7010,6137,6137
20363,2016-09,5991,4494,5991
20362,2016-09,5991,4494,5991
20361,2016-09,6211,6773,6773
20360,2016-09,6211,6773,6773
20358,2016-09,6248,6211,6211
20357,2016-09,6248,6211,6211
20349,2016-09,7124,7175,7175
20348,2016-09,7124,7175,7124
20341,2016-09,4608,4991,4991
20339,2016-09,6301,6137,6137
20338,2016-09,6137,6301,6137
20337,2016-09,4991,4608,4991
20335,2016-09,5422,6667,6667
20333,2016-09,5752,6386,5752
20331,2016-09,6667,5422,6667
20330,2016-09,6386,5752,5752
20327,2016-09,6902,4494,4494
20326,2016-09,6902,4494,4494
20325,2016-09,6902,4494,4494
20324,2016-09,6902,4494,6902
20323,2016-09,6736,6137,6137
20322,2016-09,6736,6137,6137
20306,2016-09,6211,6353,6211
20305,2016-09,6211,6353,6211
20302,2016-09,7010,6137,6137
20275,2016-09,5991,5378,5378
19915,2016-09,5378,6651,5378
20474,2016-09,6736,6137,6137
19912,2016-09,5752,6667,5752
19536,2016-09,4494,5395,4494
19535,2016-09,5395,4494,4494
19515,2016-09,5395,6667,6667
19514,2016-09,6667,5395,6667
19513,2016-09,4494,6902,6902
19512,2016-09,4494,6902,4494
19511,2016-09,4494,6902,6902
19491,2016-09,6902,6667,6667
19490,2016-09,6902,6667,6667
19489,2016-09,6902,6667,6902
19488,2016-09,5752,7010,7010
19487,2016-09,5752,7010,5752
19486,2016-09,5752,7010,7010
19481,2016-09,6667,4494,6667
19480,2016-09,6667,4494,6667
19479,2016-09,7175,6680,7175
19478,2016-09,7175,6680,7175
19473,2016-09,6667,6665,6665
19472,2016-09,6667,6665,6665
19469,2016-09,7010,6680,7010
19468,2016-09,7010,6680,6680
19467,2016-09,7010,6680,7010
19460,2016-09,6651,4494,4494
19459,2016-09,6651,4494,4494
19454,2016-09,5991,5988,5991
19537,2016-09,5991,5752,5752
19453,2016-09,5991,5988,5991
19538,2016-09,6667,4991,4991
19543,2016-09,4863,7175,7175
19616,2016-09,5995,6134,5995
19607,2016-09,6667,5310,6667
19606,2016-09,6667,5310,6667
19599,2016-09,4411,6902,4411
19598,2016-09,6301,6615,6615
19597,2016-09,4608,6665,6665
19596,2016-09,5995,6667,5995
19594,2016-09,6680,6673,6673
19593,2016-09,6615,6301,6615
19592,2016-09,5378,6773,6773
19591,2016-09,6673,6680,6673
19589,2016-09,5752,6773,5752
19588,2016-09,5991,5378,5991
19580,2016-09,6667,7197,6667
19579,2016-09,6667,7197,6667
19578,2016-09,6667,7197,7197
19577,2016-09,5995,6851,5995
19576,2016-09,5995,6851,5995
19564,2016-09,6902,6944,6902
19563,2016-09,6902,6944,6902
19557,2016-09,5995,6474,5995
19556,2016-09,4411,5310,4411
19553,2016-09,4991,6667,6667
19551,2016-09,6902,5422,6902
19550,2016-09,6667,5988,6667
19542,2016-09,6665,7175,7175
19617,2016-09,5995,6134,5995
19452,2016-09,5422,6665,6665
19450,2016-09,5422,6665,5422
19325,2016-09,6673,5974,6673
19324,2016-09,6673,5974,5974
19323,2016-09,5973,6211,6211
19320,2016-09,7175,6386,7175
19316,2016-09,6211,5973,6211
19314,2016-09,5752,6117,5752
19313,2016-09,7157,5005,7157
19312,2016-09,6301,6736,6736
19304,2016-09,6667,4591,6667
19303,2016-09,6667,4591,6667
19300,2016-09,6615,6680,6680
19299,2016-09,6615,6680,6680
19290,2016-09,5996,6615,6615
19289,2016-09,5996,6615,5996
19288,2016-09,5996,6615,6615
19287,2016-09,6211,6137,6211
19285,2016-09,6137,6211,6211
19283,2016-09,7010,7099,7010
19282,2016-09,6386,6673,6673
19280,2016-09,6673,6386,6673
19279,2016-09,7010,6673,7010
19277,2016-09,4494,4411,4411
19275,2016-09,4411,4494,4411
19274,2016-09,5974,6673,6673
19914,2016-09,6211,6680,6211
19326,2016-09,6673,5974,5974
19451,2016-09,5422,6665,6665
19350,2016-09,7099,5974,5974
19358,2016-09,6902,7194,6902
19440,2016-09,5991,6665,6665
19439,2016-09,5991,6665,5991
19438,2016-09,5991,6665,6665
19422,2016-09,6117,5005,5005
19421,2016-09,6117,5005,5005
19409,2016-09,7010,6736,7010
19408,2016-09,7010,6736,7010
19402,2016-09,6386,6301,6386
19401,2016-09,6386,6301,6386
19400,2016-09,6386,6301,6301
19399,2016-09,7175,6615,7175
19398,2016-09,7175,6615,7175
19397,2016-09,7175,6615,6615
19388,2016-09,7157,5005,5005
19387,2016-09,7157,5005,5005
19378,2016-09,6680,5005,6680
19377,2016-09,6680,5005,6680
19376,2016-09,6680,5005,5005
19372,2016-09,5974,5752,5752
19371,2016-09,5974,5752,5752
19370,2016-09,7175,5752,5752
19369,2016-09,7175,5752,5752
19368,2016-09,7175,5752,7175
19362,2016-09,7175,6736,7175
19359,2016-09,5752,7157,5752
19352,2016-09,6902,7193,6902
19618,2016-09,4501,6902,4501
19351,2016-09,7099,5974,5974
19620,2016-09,4501,6902,4501
19859,2016-09,5974,6673,6673
19858,2016-09,7010,7105,7010
19857,2016-09,7010,7105,7010
19856,2016-09,6137,6707,6137
19855,2016-09,6137,6707,6137
19854,2016-09,6615,5005,6615
19853,2016-09,6615,5005,6615
19852,2016-09,6724,7175,7175
19851,2016-09,6724,7175,7175
19840,2016-09,6211,6290,6211
19839,2016-09,6211,6290,6211
19836,2016-09,6680,6301,6680
19835,2016-09,6680,6301,6680
19831,2016-09,5973,7106,5973
19830,2016-09,5973,7106,5973
19829,2016-09,7175,5988,7175
19828,2016-09,7175,5988,7175
19827,2016-09,6736,6673,6673
19826,2016-09,6680,5005,5005
19825,2016-09,6301,6211,6211
19823,2016-09,6615,7010,7010
19821,2016-09,6211,6301,6211
19820,2016-09,7010,6615,6615
19819,2016-09,6673,6736,6673
19818,2016-09,4411,6665,4411
19860,2016-09,5974,6673,6673
19816,2016-09,5005,6680,6680
19864,2016-09,6665,5310,6665
19866,2016-09,5395,5995,5995
19910,2016-09,5378,7175,5378
19619,2016-09,4501,6902,6902
19903,2016-09,5996,7010,7010
19902,2016-09,5996,7010,7010
19901,2016-09,6137,7220,6137
19900,2016-09,6137,7220,6137
19893,2016-09,6137,6673,6137
19892,2016-09,6137,6673,6137
19886,2016-09,5973,6680,6680
19885,2016-09,5973,6680,6680
19884,2016-09,5973,6680,5973
19881,2016-09,6615,6211,6615
19880,2016-09,6615,6211,6615
19879,2016-09,6211,5005,6211
19878,2016-09,6736,6301,6736
19877,2016-09,5005,6211,5005
19875,2016-09,7010,5974,7010
19874,2016-09,6211,7106,6211
19873,2016-09,4411,4608,4608
19872,2016-09,4608,4411,4411
19871,2016-09,6665,4991,4991
19870,2016-09,6301,6736,6736
19869,2016-09,7106,6211,6211
19868,2016-09,4991,6665,6665
19867,2016-09,5310,6665,6665
19865,2016-09,5995,5395,5995
19814,2016-09,6665,4411,6665
19876,2016-09,5974,7010,7010
19810,2016-09,5422,4991,5422
19687,2016-09,5752,5988,5988
19686,2016-09,5752,5988,5752
19681,2016-09,4411,6665,4411
19680,2016-09,4411,6665,4411
19679,2016-09,4411,6665,6665
19676,2016-09,5995,5991,5995
19675,2016-09,5995,5991,5995
19672,2016-09,6137,4773,6137
19671,2016-09,6137,4773,6137
19665,2016-09,7175,5422,5422
19664,2016-09,7175,5422,7175
19663,2016-09,7175,5422,5422
19649,2016-09,7217,6301,6301
19645,2016-09,5422,6902,5422
19644,2016-09,5422,6902,5422
19637,2016-09,4863,6665,4863
19636,2016-09,4863,6665,6665
19635,2016-09,5988,6667,5988
19634,2016-09,5988,6667,5988
19633,2016-09,5988,6667,6667
19632,2016-09,5991,6773,5991
19631,2016-09,5991,6773,5991
19629,2016-09,6211,4773,4773
19811,2016-09,4991,5422,5422
19630,2016-09,6211,4773,6211
19688,2016-09,5752,5988,5752
19693,2016-09,4773,6301,6301
19638,2016-09,4863,6665,6665
19784,2016-09,6615,6673,6615
19800,2016-09,7175,4602,4602
19799,2016-09,7175,4602,4602
19789,2016-09,5005,7010,7010
19788,2016-09,5005,7010,7010
19785,2016-09,6615,6673,6615
19804,2016-09,5991,4494,4494
19783,2016-09,7175,5422,5422
19782,2016-09,7175,5422,5422
19771,2016-09,6211,6736,6211
19770,2016-09,6211,6736,6211
19699,2016-09,7010,6301,7010
19760,2016-09,6667,4494,4494
19758,2016-09,5378,4991,4991
19769,2016-09,4991,5378,4991
19727,2016-09,4411,5995,4411
19720,2016-09,5995,5422,5995
19721,2016-09,5995,5422,5995
19726,2016-09,4411,5995,4411
19756,2016-09,4494,6667,4494
19731,2016-09,5752,4411,4411
19732,2016-09,5752,4411,4411
19806,2016-09,4494,5991,4494
19752,2016-09,7175,5395,7175
19753,2016-09,5395,7175,5395
19754,2016-09,5995,5422,5995
19755,2016-09,5422,5995,5422
19735,2016-09,6386,6301,6301
21740,2016-10,5005,7414,5005
21744,2016-10,7413,6290,6290
21732,2016-10,4494,5752,4494
21719,2016-10,6134,4674,4674
21718,2016-10,6134,4674,4674
21717,2016-10,6134,4674,6134
21714,2016-10,4559,4674,4674
21741,2016-10,5005,7414,5005
21801,2016-10,7157,6978,7157
21712,2016-10,4559,4674,4674
21698,2016-10,5752,6667,5752
21697,2016-10,4494,7010,4494
21683,2016-10,7409,4674,4674
21671,2016-10,4674,4869,4869
21745,2016-10,7413,6290,6290
21670,2016-10,4674,4869,4869
21669,2016-10,5929,7175,5929
21668,2016-10,5929,7175,5929
21713,2016-10,4559,4674,4559
21748,2016-10,6290,6707,6290
21774,2016-10,5752,6667,6667
21750,2016-10,5995,6137,6137
21800,2016-10,7157,6978,6978
21796,2016-10,5005,6290,5005
21667,2016-10,5929,7175,7175
21795,2016-10,5005,6290,5005
21794,2016-10,5005,6290,6290
21793,2016-10,6807,7157,7157
21785,2016-10,7157,7200,7157
21781,2016-10,7157,6978,7157
21749,2016-10,6290,6707,6290
21779,2016-10,7413,6290,6290
21772,2016-10,5752,6667,6667
21768,2016-10,4991,5422,5422
21767,2016-10,4991,5422,4991
21761,2016-10,7010,6667,6667
21760,2016-10,7010,6667,7010
21759,2016-10,7010,6667,6667
21752,2016-10,5995,6137,6137
21751,2016-10,5995,6137,5995
21773,2016-10,5752,6667,5752
21649,2016-10,5422,5995,5995
21472,2016-10,5005,7010,7010
21645,2016-10,6137,5310,6137
21473,2016-10,6902,5991,6902
21471,2016-10,5973,7010,7010
21470,2016-10,7010,5005,7010
21469,2016-10,6290,5005,6290
21468,2016-10,5005,6290,6290
