,Date,Team 1 ID,Team 2 ID,winner
21467,2016-10,7010,5973,7010
21438,2016-10,7175,6807,7175
21437,2016-10,7175,6807,7175
21475,2016-10,5991,6902,6902
21425,2016-10,7175,5422,5422
21409,2016-10,5996,5752,5752
21408,2016-10,5752,5996,5752
21385,2016-10,5378,6667,6667
21381,2016-10,6667,5378,6667
21376,2016-10,4991,5991,5991
21802,2016-10,7157,6978,6978
21371,2016-10,5991,4991,5991
21369,2016-10,7145,7157,7157
21424,2016-10,7175,5422,5422
21525,2016-10,4501,7157,4501
21526,2016-10,4501,7157,4501
21583,2016-10,5310,4991,4991
21644,2016-10,4411,4608,4608
21643,2016-10,4608,4411,4411
21642,2016-10,5310,6137,6137
21640,2016-10,4991,5378,4991
21639,2016-10,5378,4991,5378
21627,2016-10,5310,5378,5378
21626,2016-10,5378,5310,5310
21621,2016-10,6137,4991,6137
21615,2016-10,5422,4411,5422
21614,2016-10,4608,5995,4608
21613,2016-10,5995,4608,5995
21612,2016-10,4411,5422,4411
21610,2016-10,4991,6137,4991
21609,2016-10,4674,7018,4674
21593,2016-10,6137,5378,5378
21592,2016-10,5378,6137,5378
21589,2016-10,4411,5995,5995
21588,2016-10,4991,5310,5310
21584,2016-10,5995,4411,4411
21647,2016-10,5995,5422,5422
21812,2016-10,5005,6817,5005
22026,2016-10,6137,6673,6137
21816,2016-10,5378,5422,5378
22051,2016-10,6211,6773,6211
22050,2016-10,6211,6474,6211
22049,2016-10,6211,6474,6211
22048,2016-10,4773,4674,4674
22047,2016-10,4773,4674,4674
22042,2016-10,7175,7169,7169
22041,2016-10,7175,7169,7169
22040,2016-10,7175,7169,7175
22052,2016-10,6211,6773,6211
22027,2016-10,4411,6667,4411
22010,2016-10,6290,4559,6290
22009,2016-10,6290,4559,6290
22008,2016-10,7326,6290,7326
22007,2016-10,7326,6290,7326
22004,2016-10,7157,4869,4869
22003,2016-10,7157,4869,4869
21983,2016-10,4674,5158,4674
21982,2016-10,4674,5158,4674
22025,2016-10,5752,5422,5752
22071,2016-10,6615,5752,5752
22072,2016-10,6615,5752,5752
22079,2016-10,5991,4411,4411
21365,2016-10,7339,4674,7339
22141,2016-10,4494,5752,5752
22140,2016-10,4494,5752,5752
22139,2016-10,6211,4863,4863
22138,2016-10,6211,4863,4863
22129,2016-10,6137,5752,5752
22128,2016-10,6137,5752,5752
22127,2016-10,6137,5752,6137
22126,2016-10,5929,4674,4674
22125,2016-10,5929,4674,4674
22121,2016-10,6137,4411,6137
22120,2016-10,6137,4411,6137
22119,2016-10,6137,4411,4411
22109,2016-10,4674,4501,4501
22108,2016-10,4674,4501,4674
22107,2016-10,4674,4501,4501
22082,2016-10,4602,4674,4674
22081,2016-10,4602,4674,4674
22080,2016-10,5991,4411,4411
21981,2016-10,4674,5158,5158
21813,2016-10,5005,6817,5005
21971,2016-10,6211,7347,6211
21962,2016-10,7010,5973,5973
21871,2016-10,4411,5422,5422
21869,2016-10,6137,4411,4411
21867,2016-10,6673,5422,5422
21859,2016-10,6773,6301,6301
21858,2016-10,6773,6301,6301
21850,2016-10,7354,6301,6301
21849,2016-10,7354,6301,6301
21836,2016-10,7108,6301,6301
21872,2016-10,4494,5973,4494
21835,2016-10,7108,6301,6301
21833,2016-10,7157,7408,7157
21823,2016-10,5005,6290,5005
21822,2016-10,5005,6290,5005
21821,2016-10,5378,6137,5378
21820,2016-10,5378,6137,5378
21819,2016-10,5378,6137,6137
21818,2016-10,5378,5422,5422
21817,2016-10,5378,5422,5422
21834,2016-10,7157,7408,7157
21873,2016-10,5752,6667,5752
21876,2016-10,5752,6673,5752
21877,2016-10,6615,5973,6615
21961,2016-10,6290,5596,5596
21951,2016-10,4494,5991,4494
21949,2016-10,7010,4494,7010
21948,2016-10,4411,5752,5752
21944,2016-10,6615,5991,5991
21940,2016-10,6137,5422,6137
21938,2016-10,6667,6673,6667
21916,2016-10,7175,7349,7175
21915,2016-10,7175,4674,7175
21912,2016-10,7010,6615,6615
21909,2016-10,4674,5158,4674
21896,2016-10,4494,6615,4494
21895,2016-10,7157,7169,7169
21894,2016-10,5991,5973,5991
21893,2016-10,6137,6667,6137
21892,2016-10,6137,5752,6137
21891,2016-10,4411,6673,4411
21888,2016-10,6667,5422,6667
21879,2016-10,7010,5991,5991
21966,2016-10,6773,6211,6211
21364,2016-10,5973,6673,5973
21769,2016-10,4991,5422,5422
21360,2016-10,5996,6615,6615
20936,2016-10,5974,5973,5973
20928,2016-10,6665,6298,6665
20925,2016-10,6665,5991,5991
20924,2016-10,5991,7262,5991
20917,2016-10,6902,6134,6134
20884,2016-10,5378,6762,5378
20881,2016-10,5378,7310,5378
20876,2016-10,7010,6615,7010
20937,2016-10,6665,7262,6665
20875,2016-10,6615,7010,6615
20854,2016-10,5991,6298,5991
20853,2016-10,6902,5144,5144
20852,2016-10,6673,6301,6673
20851,2016-10,6301,6673,6673
20850,2016-10,6386,6301,6386
20849,2016-10,5973,7010,5973
20848,2016-10,7010,5973,7010
20847,2016-10,6211,5974,6211
20856,2016-10,6301,6386,6386
20939,2016-10,5973,5974,5974
20947,2016-10,6137,5974,6137
20948,2016-10,7010,5752,5752
21037,2016-10,4411,4991,4991
21036,2016-10,6290,6615,6615
21035,2016-10,5974,7010,7010
21034,2016-10,7010,6137,6137
21033,2016-10,6615,6290,6615
21030,2016-10,5422,6902,5422
21029,2016-10,5422,6902,5422
21022,2016-10,4688,5378,5378
21021,2016-10,4688,5378,5378
21020,2016-10,5991,5378,5378
21019,2016-10,5991,5378,5378
21018,2016-10,5991,5378,5991
21017,2016-10,6665,6902,6902
21016,2016-10,6665,6902,6902
21015,2016-10,6665,6902,6665
20967,2016-10,5752,5973,5973
20966,2016-10,5973,5752,5752
20959,2016-10,5974,6137,5974
20954,2016-10,5752,7010,5752
20846,2016-10,6902,7329,6902
21039,2016-10,6137,7010,6137
20844,2016-10,5974,6211,5974
20838,2016-10,6665,4501,6665
20748,2016-10,4608,5378,4608
20747,2016-10,4608,5378,4608
20746,2016-10,4608,5378,5378
20726,2016-10,6137,5378,5378
20725,2016-10,6137,5378,5378
20724,2016-10,6137,5378,6137
20675,2016-10,4608,5973,4608
20674,2016-10,4608,5973,4608
20764,2016-10,4991,4411,4991
20673,2016-10,4608,5973,5973
20647,2016-10,4991,5973,5973
20591,2016-10,4608,6137,4608
20590,2016-10,5973,5378,5378
20588,2016-10,4991,5973,5973
20586,2016-10,6665,6615,6615
20585,2016-10,6137,5378,6137
20584,2016-10,6665,4991,4991
21362,2016-10,6673,5973,6673
20648,2016-10,6615,5378,5378
20765,2016-10,5988,7175,7175
20766,2016-10,5378,4494,4494
20767,2016-10,5310,5991,5991
20835,2016-10,5991,4501,5991
20823,2016-10,5378,7268,7268
20818,2016-10,5378,7243,7243
20812,2016-10,6137,6673,6137
20811,2016-10,6673,6137,6137
20804,2016-10,6615,5974,6615
20800,2016-10,5991,4991,5991
20799,2016-10,5974,6615,6615
20798,2016-10,7106,6301,6301
20796,2016-10,6301,7106,6301
20794,2016-10,4991,5991,4991
20793,2016-10,4411,5988,4411
20791,2016-10,5988,4411,4411
20789,2016-10,7175,4494,4494
20785,2016-10,4494,7175,4494
20772,2016-10,4494,5378,5378
20771,2016-10,4411,4991,4991
20770,2016-10,7175,5988,5988
20769,2016-10,5991,5310,5991
20839,2016-10,6902,6737,6902
21040,2016-10,4494,4991,4494
20589,2016-10,6615,5995,6615
21042,2016-10,4991,4411,4991
21253,2016-10,6673,6211,6673
21252,2016-10,6137,5973,6137
21251,2016-10,5995,5378,5378
21250,2016-10,6665,4494,6665
21249,2016-10,6386,7010,7010
21248,2016-10,4608,7175,7175
21244,2016-10,6211,6673,6211
21242,2016-10,4411,5310,4411
21254,2016-10,7010,6386,7010
21240,2016-10,5422,5991,5991
21238,2016-10,7175,4608,4608
21237,2016-10,5988,6667,5988
21236,2016-10,6667,5988,6667
21235,2016-10,5378,5995,5995
21234,2016-10,4991,5395,4991
21233,2016-10,4494,6665,4494
21232,2016-10,5310,4411,4411
21231,2016-10,5395,4991,4991
21239,2016-10,5991,5422,5991
21255,2016-10,5973,6137,5973
21263,2016-10,5422,5378,5422
21264,2016-10,5422,5378,5422
21359,2016-10,6615,5996,6615
21041,2016-10,7010,5974,7010
21331,2016-10,5974,6301,5974
21330,2016-10,6301,5974,5974
21327,2016-10,6211,6386,6211
21326,2016-10,6736,5973,5973
21323,2016-10,5973,6736,6736
21322,2016-10,7010,6680,7010
21321,2016-10,6386,6211,6211
21320,2016-10,5005,7106,5005
21318,2016-10,6673,6615,6673
21317,2016-10,6680,7010,7010
21315,2016-10,7106,5005,5005
21306,2016-10,5422,5991,5991
21304,2016-10,5378,4991,4991
21300,2016-10,4991,5378,5378
21291,2016-10,5991,5422,5422
21285,2016-10,5974,5005,5005
21284,2016-10,5005,5974,5974
21210,2016-10,6667,6651,6667
21209,2016-10,6667,6651,6667
21328,2016-10,6615,6673,6615
21177,2016-10,6615,6137,6137
21120,2016-10,5395,4411,4411
21119,2016-10,5422,6667,6667
21115,2016-10,5310,4494,4494
21114,2016-10,4411,5395,4411
21113,2016-10,6667,5422,6667
21112,2016-10,6665,5995,5995
21109,2016-10,4991,7175,4991
21108,2016-10,7175,4991,4991
21143,2016-10,6137,5996,5996
21107,2016-10,4494,5310,4494
21105,2016-10,5005,6673,6673
21104,2016-10,6673,5005,5005
21088,2016-10,4494,5988,4494
21087,2016-10,5988,4494,4494
21077,2016-10,6134,5378,5378
21066,2016-10,7268,5378,7268
21043,2016-10,4991,4494,4494
21178,2016-10,6137,6615,6137
21106,2016-10,5995,6665,5995
21144,2016-10,5988,4991,4991
21076,2016-10,6134,5378,5378
21147,2016-10,6902,5995,5995
21176,2016-10,6680,5974,6680
21175,2016-10,5973,6301,5973
21145,2016-10,5996,6137,6137
21174,2016-10,5974,6680,5974
21173,2016-10,6301,5973,5973
21172,2016-10,6736,6211,6211
21170,2016-10,6211,6736,6211
21167,2016-10,4608,5991,5991
21163,2016-10,5422,5378,5378
21065,2016-10,7268,5378,7268
21161,2016-10,6667,4608,6667
21148,2016-10,4608,6667,6667
21162,2016-10,5378,5422,5378
21151,2016-10,5991,4608,4608
21152,2016-10,5310,6667,6667
21149,2016-10,4991,5988,4991
21154,2016-10,6667,5310,6667
21157,2016-10,7175,5991,7175
21155,2016-10,5991,7175,5991
21160,2016-10,5995,6902,6902
22931,2016-11,7092,7175,7175
22930,2016-11,7175,4773,7175
22910,2016-11,4991,6615,6615
22909,2016-11,4991,6615,6615
22902,2016-11,7461,7157,7461
22901,2016-11,7461,7157,7461
22900,2016-11,5995,6137,6137
23009,2016-11,6137,4411,6137
22897,2016-11,6615,5991,6615
22896,2016-11,6615,5991,5991
22895,2016-11,6615,5991,6615
22890,2016-11,7010,4411,4411
22889,2016-11,7010,4411,4411
22872,2016-11,5991,5422,5422
22870,2016-11,4991,5422,5422
22869,2016-11,7157,5125,7157
22898,2016-11,5995,6137,5995
22899,2016-11,5995,6137,6137
22933,2016-11,4688,7157,7157
22953,2016-11,6667,4411,4411
22867,2016-11,7157,6807,6807
23010,2016-11,6137,4411,4411
23002,2016-11,6908,5005,5005
23001,2016-11,6908,5005,5005
22984,2016-11,6773,5005,6773
22983,2016-11,6366,5005,5005
22982,2016-11,6290,5996,6290
22981,2016-11,6673,6290,6673
22980,2016-11,6290,6673,6290
22979,2016-11,5752,5974,5752
22978,2016-11,5996,6290,6290
22961,2016-11,5929,6902,6902
22960,2016-11,5929,6902,6902
22957,2016-11,6665,6137,6137
22956,2016-11,6665,6137,6137
22955,2016-11,6667,4411,4411
22954,2016-11,6667,4411,6667
22932,2016-11,4688,7157,7157
22973,2016-11,5974,5752,5752
22782,2016-11,5752,6667,6667
22843,2016-11,6290,5956,6290
22772,2016-11,6667,4411,6667
22770,2016-11,7175,4494,7175
22763,2016-11,7010,5973,7010
22762,2016-11,4608,5973,5973
22759,2016-11,4608,6665,6665
22758,2016-11,7010,4863,7010
22757,2016-11,6665,5995,5995
22750,2016-11,4863,5995,5995
22749,2016-11,7010,5995,7010
22745,2016-11,6665,5973,6665
22738,2016-11,7010,5996,7010
22735,2016-11,5996,7010,7010
22731,2016-11,7010,6290,7010
22730,2016-11,5995,6615,6615
22729,2016-11,5995,6615,6615
23011,2016-11,6137,4411,4411
22728,2016-11,5995,6615,5995
22773,2016-11,4494,6137,6137
22774,2016-11,7175,6667,6667
22775,2016-11,5752,4411,4411
22779,2016-11,6665,4863,6665
22834,2016-11,6667,6137,6667
22833,2016-11,7175,4411,4411
22832,2016-11,5752,6137,6137
22831,2016-11,7175,5752,5752
22829,2016-11,5752,4494,5752
22827,2016-11,4494,6667,6667
22826,2016-11,6137,4411,6137
22822,2016-11,4991,6615,4991
22844,2016-11,6290,5956,6290
22796,2016-11,4674,7331,4674
22794,2016-11,4674,7331,4674
22788,2016-11,4608,7010,7010
22787,2016-11,4494,4411,4411
22786,2016-11,7175,6137,7175
22785,2016-11,7010,6665,6665
22784,2016-11,4863,5973,5973
22783,2016-11,4608,5995,4608
22781,2016-11,5973,5995,5995
22795,2016-11,4674,7331,7331
23013,2016-11,5378,6902,6902
23163,2016-11,5752,6615,5752
23016,2016-11,6902,5378,5378
23232,2016-11,5991,4411,4411
23231,2016-11,6665,6902,6665
23230,2016-11,6902,6665,6665
23229,2016-11,4411,5991,5991
23228,2016-11,4494,4411,4494
23199,2016-11,6902,6651,6651
23198,2016-11,6902,6651,6902
23197,2016-11,6902,6651,6651
23196,2016-11,6211,6134,6211
23195,2016-11,6211,6134,6211
23194,2016-11,6211,6134,6134
23187,2016-11,6211,6651,6651
23186,2016-11,6211,6651,6651
23176,2016-11,6667,6902,6667
23175,2016-11,5995,6665,6665
23174,2016-11,6665,5995,6665
23173,2016-11,6902,6667,6902
23233,2016-11,4411,4494,4411
23166,2016-11,6651,5752,6651
23236,2016-11,7175,6773,6773
23238,2016-11,7175,6773,7175
22727,2016-11,5752,7010,7010
23306,2016-11,5422,6137,6137
23305,2016-11,5422,6137,5422
23304,2016-11,5422,6137,6137
23298,2016-11,6665,4411,6665
23297,2016-11,6665,4411,6665
23296,2016-11,6665,4411,4411
23295,2016-11,6290,7104,7104
23294,2016-11,6290,7104,7104
23293,2016-11,6290,7104,6290
23267,2016-11,6902,4674,4674
23266,2016-11,6902,4674,4674
23265,2016-11,6902,4674,6902
23260,2016-11,6134,7157,6134
23259,2016-11,6134,7157,6134
23258,2016-11,6134,7157,7157
23239,2016-11,7175,6773,7175
23237,2016-11,7175,6773,7175
23165,2016-11,6651,5752,6651
23164,2016-11,6651,5752,5752
23162,2016-11,5752,6615,5752
23080,2016-11,5422,5995,5422
23077,2016-11,5995,5422,5422
23061,2016-11,5995,5378,5995
23060,2016-11,5974,6615,6615
23059,2016-11,4991,6665,6665
23058,2016-11,7010,6673,7010
23057,2016-11,5378,5995,5995
23056,2016-11,6615,5974,5974
23051,2016-11,6665,4991,6665
23049,2016-11,6667,5995,6667
23047,2016-11,5378,5991,5378
23046,2016-11,5991,5378,5991
23044,2016-11,5974,6673,5974
23043,2016-11,5995,6667,6667
23032,2016-11,7175,5005,7175
23031,2016-11,7175,5005,5005
23030,2016-11,7175,5005,7175
23081,2016-11,6134,6902,6902
23087,2016-11,6665,5378,6665
23088,2016-11,6615,6651,6651
23089,2016-11,5378,6665,6665
23134,2016-11,4411,6665,6665
23133,2016-11,6665,4411,6665
23131,2016-11,4411,5995,4411
23130,2016-11,5995,4991,5995
23129,2016-11,5995,4411,5995
23128,2016-11,5422,4494,4494
23126,2016-11,4991,5995,5995
23125,2016-11,4494,5422,4494
23014,2016-11,6673,7010,7010
23102,2016-11,4411,6667,6667
23100,2016-11,4494,5991,5991
23099,2016-11,6673,5974,5974
23098,2016-11,5995,4494,4494
23097,2016-11,6902,5988,6902
23096,2016-11,6667,4411,4411
23095,2016-11,5991,4494,5991
23093,2016-11,4494,5995,5995
23091,2016-11,6211,6651,6211
23101,2016-11,5752,6211,6211
22726,2016-11,5752,7010,5752
22453,2016-11,6902,4411,4411
22724,2016-11,4991,6902,6902
22725,2016-11,5752,7010,7010
22348,2016-11,6667,5991,5991
22347,2016-11,6665,5422,5422
22346,2016-11,5752,6137,6137
22345,2016-11,5974,6290,5974
22343,2016-11,6137,5752,6137
22342,2016-11,6137,6615,6137
22329,2016-11,6902,5310,5310
22328,2016-11,6902,5310,5310
22323,2016-11,4411,5995,4411
22322,2016-11,4411,5995,4411
22321,2016-11,4688,6902,6902
22320,2016-11,4688,6902,4688
22319,2016-11,4688,6902,6902
22314,2016-11,6680,5995,5995
22313,2016-11,6680,5995,5995
22310,2016-11,7157,6343,7157
22350,2016-11,5422,6665,5422
22309,2016-11,7157,6343,7157
22351,2016-11,6615,6137,6615
22356,2016-11,6134,7157,7157
22405,2016-11,6615,5005,6615
22404,2016-11,5005,7447,5005
22403,2016-11,5005,7447,7447
22402,2016-11,5005,7447,5005
22388,2016-11,6665,6667,6665
22386,2016-11,4991,5422,4991
22385,2016-11,6290,5974,5974
22383,2016-11,5422,4991,4991
22382,2016-11,6667,6665,6667
22381,2016-11,6137,5005,6137
22378,2016-11,5310,6902,6902
22377,2016-11,5310,6902,6902
22376,2016-11,5310,6902,5310
22367,2016-11,6902,4688,6902
22366,2016-11,6902,4688,6902
22365,2016-11,6902,4688,4688
22357,2016-11,6134,7157,6134
22355,2016-11,6134,7157,6134
22408,2016-11,5422,4411,4411
22306,2016-11,7169,7157,7157
22304,2016-11,7169,7157,7157
22231,2016-11,7439,6301,6301
22230,2016-11,7439,6301,6301
22223,2016-11,6651,7157,6651
22222,2016-11,6651,7157,7157
22221,2016-11,6651,7157,6651
22220,2016-11,6665,4494,6665
22219,2016-11,6290,5752,5752
22218,2016-11,5752,6290,5752
22216,2016-11,4494,6665,6665
22212,2016-11,5996,6673,6673
22211,2016-11,6673,5996,5996
22199,2016-11,6665,5991,5991
22198,2016-11,5996,5005,5996
22196,2016-11,5973,6615,5973
22194,2016-11,5991,6665,5991
22191,2016-11,6615,5973,6615
22188,2016-11,5005,5996,5005
22236,2016-11,7425,7157,7157
22305,2016-11,7169,7157,7169
22237,2016-11,7425,7157,7157
22239,2016-11,5005,4643,5005
22299,2016-11,5378,4411,5378
22295,2016-11,4674,6902,6902
22294,2016-11,4674,6902,6902
22287,2016-11,4501,6902,6902
22286,2016-11,4501,6902,6902
22285,2016-11,7175,5310,5310
22284,2016-11,7175,5310,7175
22283,2016-11,7175,5310,5310
22261,2016-11,6902,4674,4674
22260,2016-11,5005,5752,5752
22259,2016-11,7175,4688,4688
22258,2016-11,5752,5005,5752
22257,2016-11,5929,4674,5929
22252,2016-11,4411,5995,4411
22251,2016-11,5378,6680,5378
22241,2016-11,6301,5005,6301
22240,2016-11,6301,5005,6301
22238,2016-11,5005,4643,5005
22409,2016-11,6667,4991,4991
22349,2016-11,5991,6667,6667
22411,2016-11,6680,6301,6680
22654,2016-11,6137,4608,6137
22653,2016-11,6673,6615,6615
22652,2016-11,6673,6615,6615
22638,2016-11,5991,5995,5995
22637,2016-11,5991,5995,5995
22620,2016-11,6665,4501,6665
22619,2016-11,5752,5988,5752
22615,2016-11,6137,6665,6665
22614,2016-11,7010,6667,7010
22613,2016-11,5996,6211,6211
22583,2016-11,5974,6673,6673
22582,2016-11,5974,6673,6673
22576,2016-11,5973,5995,5995
22575,2016-11,5973,5995,5973
22574,2016-11,5973,5995,5995
22561,2016-11,5995,7175,7175
22560,2016-11,6137,6290,6137
22655,2016-11,6137,4608,6137
22559,2016-11,6290,6137,6137
22670,2016-11,7175,6615,6615
22672,2016-11,7175,6615,6615
22723,2016-11,6902,4991,6902
22722,2016-11,6615,5752,5752
22719,2016-11,6290,7010,6290
22718,2016-11,5996,6667,6667
22717,2016-11,5996,6667,6667
22695,2016-11,6667,6211,6667
22694,2016-11,6667,6211,6211
22693,2016-11,6667,6211,6667
22692,2016-11,5378,4494,5378
22691,2016-11,5752,4863,5752
22688,2016-11,4494,5378,5378
22685,2016-11,5996,5973,5973
22684,2016-11,6211,7010,7010
22683,2016-11,6290,5973,6290
22682,2016-11,5973,5996,5996
22680,2016-11,5973,6290,6290
22410,2016-11,4411,5422,5422
22671,2016-11,7175,6615,7175
22558,2016-11,6673,6615,6615
22679,2016-11,5752,6615,5752
22547,2016-11,4608,6137,6137
22452,2016-11,5005,6615,6615
22449,2016-11,5996,5974,5974
22448,2016-11,5974,5996,5974
22444,2016-11,4411,5378,4411
22443,2016-11,5378,4411,5378
22439,2016-11,5995,5991,5995
22428,2016-11,5005,7220,7220
22427,2016-11,5005,7220,7220
22426,2016-11,5005,7220,5005
22424,2016-11,5752,5996,5752
22423,2016-11,7010,6301,7010
22422,2016-11,7010,6301,7010
22418,2016-11,7010,7220,7220
22417,2016-11,4991,6667,4991
22414,2016-11,5005,6137,6137
22412,2016-11,5752,4773,5752
22548,2016-11,5991,6615,5991
22454,2016-11,4411,6902,4411
22456,2016-11,7010,7220,7010
22425,2016-11,5752,5996,5752
22465,2016-11,6615,6673,6615
22536,2016-11,5005,5973,5973
22457,2016-11,7010,7220,7010
22535,2016-11,5005,5973,5973
22481,2016-11,6673,5752,5752
22480,2016-11,5973,5005,5973
22478,2016-11,5752,6673,6673
22477,2016-11,5995,5005,5995
22476,2016-11,6667,4494,4494
22479,2016-11,5005,5973,5973
22473,2016-11,5991,5974,5991
22472,2016-11,6615,6673,6615
22471,2016-11,6902,5422,5422
22470,2016-11,5422,6902,5422
22469,2016-11,4494,6902,4494
22468,2016-11,5973,7175,7175
22474,2016-11,4494,6667,6667
22467,2016-11,6902,4494,6902
22466,2016-11,5991,5995,5991
23665,2016-12,4411,5310,5310
23649,2016-12,5991,7010,7010
23650,2016-12,4494,5310,5310
23660,2016-12,4494,7020,4494
23663,2016-12,4863,5752,4863
23662,2016-12,6667,6615,6667
23664,2016-12,6902,5422,6902
23648,2016-12,6667,5752,6667
23661,2016-12,7010,6094,7010
23647,2016-12,7157,7461,7157
23594,2016-12,5991,6615,6615
23644,2016-12,6615,4863,6615
23643,2016-12,7501,7157,7157
23642,2016-12,4411,6211,4411
23638,2016-12,5995,6902,6902
23605,2016-12,6615,6665,6665
23604,2016-12,6615,6665,6665
23595,2016-12,5991,6615,6615
23593,2016-12,6667,6615,6615
23592,2016-12,6667,6615,6667
23666,2016-12,5995,5991,5995
23645,2016-12,5974,6094,6094
23667,2016-12,5974,6211,5974
23727,2016-12,7157,6978,7157
23678,2016-12,6667,7010,6667
23591,2016-12,6667,6615,6615
23738,2016-12,5752,5310,5310
23729,2016-12,7157,6978,7157
23728,2016-12,7157,6978,6978
23723,2016-12,4602,7157,4602
23722,2016-12,4602,7157,7157
23721,2016-12,4602,7157,4602
23714,2016-12,4411,6094,6094
23713,2016-12,5991,4863,5991
23712,2016-12,5991,6094,5991
23711,2016-12,6615,5310,6615
23710,2016-12,5422,5995,5422
23709,2016-12,5974,5752,5752
23708,2016-12,7010,5995,5995
23707,2016-12,4494,7010,4494
23687,2016-12,4494,4863,4494
23684,2016-12,5752,6211,5752
23683,2016-12,4411,6615,6615
23681,2016-12,5991,7020,5991
23680,2016-12,5995,6094,5995
23679,2016-12,6902,5310,6902
23677,2016-12,5422,5974,5422
23590,2016-12,4674,5941,5941
23515,2016-12,7010,5991,5991
23588,2016-12,6665,6137,6665
23422,2016-12,7157,6902,6902
23395,2016-12,5752,5996,5752
23394,2016-12,5752,5996,5752
23393,2016-12,5752,7010,7010
23392,2016-12,5752,7010,7010
23368,2016-12,6615,6667,6615
23367,2016-12,6615,6667,6615
23366,2016-12,6665,6615,6615
23365,2016-12,6665,6615,6615
23423,2016-12,7157,6902,7157
23354,2016-12,5752,7220,5752
23348,2016-12,6137,6665,6665
23347,2016-12,6137,6665,6665
23343,2016-12,6290,7106,6290
23342,2016-12,6290,7106,6290
23325,2016-12,5378,6667,6667
23324,2016-12,5378,6667,6667
23323,2016-12,5378,6667,5378
23317,2016-12,4494,6615,6615
23316,2016-12,4494,6615,6615
23353,2016-12,5996,7010,7010
23424,2016-12,7157,6902,7157
23364,2016-12,6665,6615,6665
23427,2016-12,7157,4501,7157
23426,2016-12,4674,7145,4674
23587,2016-12,6665,6137,6665
23575,2016-12,5422,6137,6137
23574,2016-12,5422,6137,5422
23573,2016-12,5422,6137,6137
23540,2016-12,6615,5752,6615
23539,2016-12,6615,5752,6615
23522,2016-12,6137,7010,6137
23521,2016-12,6137,7010,6137
23516,2016-12,5422,5991,5991
23589,2016-12,4674,5941,5941
23538,2016-12,6615,5752,5752
23512,2016-12,7157,7144,7157
23435,2016-12,4674,5395,5395
23436,2016-12,4674,5395,5395
23445,2016-12,7157,4602,4602
23446,2016-12,7157,4602,4602
23434,2016-12,4674,5395,4674
23456,2016-12,6667,5752,6667
23457,2016-12,6665,6615,6665
23458,2016-12,6137,5422,5422
23455,2016-12,6665,6667,6665
24234,2017-01,6301,7104,6301
24222,2017-01,5995,6896,5995
24223,2017-01,5395,4674,5395
24224,2017-01,5395,4674,4674
24225,2017-01,5395,4674,4674
24226,2017-01,7175,7157,7157
24227,2017-01,7175,7157,7175
24228,2017-01,7175,7157,7175
24229,2017-01,6736,6290,6290
24230,2017-01,6736,6290,6290
24235,2017-01,6301,7104,7104
24260,2017-01,5378,6615,5378
24243,2017-01,6290,7575,6290
24244,2017-01,5974,7569,5974
24247,2017-01,7568,7557,7557
24253,2017-01,5974,4643,5974
24254,2017-01,6290,7104,6290
24255,2017-01,5988,6667,6667
24256,2017-01,6665,6902,6902
24257,2017-01,7571,6673,6673
24258,2017-01,7220,7557,7557
24259,2017-01,5973,5991,5991
24221,2017-01,5995,6896,5995
24236,2017-01,6301,7104,7104
24215,2017-01,6902,6959,6902
24162,2017-01,5974,6174,5974
24213,2017-01,6902,6959,6902
24160,2017-01,6134,5991,5991
24161,2017-01,5974,6174,5974
24261,2017-01,6137,5310,6137
24163,2017-01,6290,5973,5973
24164,2017-01,6290,5973,6290
24165,2017-01,6290,5973,5973
24166,2017-01,5973,5550,5973
24167,2017-01,5973,5550,5973
24168,2017-01,7175,7565,7175
24174,2017-01,6902,6343,6902
24181,2017-01,7557,5005,7557
24182,2017-01,7557,5005,5005
24183,2017-01,7557,5005,7557
24192,2017-01,5973,6211,5973
24193,2017-01,5973,6211,6211
24194,2017-01,5973,6211,6211
24195,2017-01,5005,5973,5005
24196,2017-01,5005,5973,5005
24206,2017-01,6375,7175,7175
24207,2017-01,4602,6902,6902
24208,2017-01,7175,7397,7397
24209,2017-01,7175,7397,7175
24210,2017-01,7175,7397,7175
24214,2017-01,6902,6959,6959
24262,2017-01,4608,4494,4608
24304,2017-01,5991,4991,4991
24264,2017-01,4991,5995,5995
24321,2017-01,5973,6665,6665
24322,2017-01,6667,5991,6667
24341,2017-01,4991,6651,4991
24342,2017-01,4991,6651,6651
24343,2017-01,4991,6651,4991
24344,2017-01,5378,7533,5378
24345,2017-01,5378,7533,7533
24346,2017-01,5378,7533,5378
24347,2017-01,4608,6665,6665
24348,2017-01,4608,6665,4608
24349,2017-01,4608,6665,6665
24357,2017-01,6665,4991,6665
24358,2017-01,6665,4991,6665
24359,2017-01,6667,6137,6667
24360,2017-01,6667,6137,6137
24361,2017-01,6667,6137,6137
24362,2017-01,5378,6137,5378
24363,2017-01,5378,6137,5378
24371,2017-01,6665,5378,5378
24372,2017-01,6665,5378,6665
24373,2017-01,6665,5378,6665
24378,2017-01,7532,7331,7532
24379,2017-01,7532,4803,4803
24310,2017-01,5988,6615,6615
24263,2017-01,6651,7533,6651
24309,2017-01,6137,6665,6137
24307,2017-01,7533,5995,7533
24265,2017-01,7557,6290,7557
24266,2017-01,7557,6290,7557
24267,2017-01,5974,6673,5974
24268,2017-01,5974,6673,5974
